Text,Sentiment,free
nao bem pra acreditar dilma ta frente indignada,Neutral,Neutral
af dilma vai ganhar dnv,Neutral,Neutral
dilma ganhar sociedade ja pode morrer,Neutral,Neutral
vou seguir passos getulio ser presidenta pq pra populacao votar dilma facil ser eleita so prometer mundo antes eleicoes,Neutral,Neutral
so queria poder ter direito chamar dilma vaca dar cara pra ver toma jeito v,Neutral,Negative
dilma nunca cargo politico importancia construida lula pt brasil ta bosta ganhar ole ole ola,Neutral,Neutral
dilma vai ganhar to chorando canivete vcs,Neutral,Neutral
podia dilma dar alouca fazer igual lulu atacar piedade aecio afundou minas brasil vem,Neutral,Neutral
povo retardado p votar dilma novo pelamor,Neutral,Neutral
dilma ganhar vou pra siria boa,Neutral,Neutral
dilma ganhar juro desisto brasil pprt,Neutral,Neutral
vadia dilma deve ganhar novo ai brasil nao vai p frente,Neutral,Neutral
dilma ganhar fujo pais bj,Neutral,Neutral
ganhar ai daq anos lula vai candidatar dnv vai ganhar ai anos c nao vai sair dilma lula,Neutral,Neutral
lance ne ninguem larga ser trouxa primeira sabe dilma destruir brasil vez povo aprende,Neutral,Negative
dilma vai ganhar,Neutral,Neutral
porra nao creio dilma vai ganhar,Neutral,Neutral
dilma vai ganhar serio,Neutral,Neutral
ainda nao superei dilma vai ganhar,Neutral,Neutral
vota dilma nao direito reclamar nada oq adiantou ir pra rua ano atras chegar agr manter governo lixo,Neutral,Negative
n voto dilma aecio psdb merda igual pt,Neutral,Negative
dilma vai ganhar dnv,Neutral,Neutral
n creio q dilma vai ganhar cara naaao,Neutral,Neutral
dilma presitente sabe pq pq piores menos nao melhor vao mesma,Neutral,Neutral
pra mim tanto faz tanto fez dilma aecio ganhar entao foda,Neutral,Negative
moral realmente estranho fato dilma ter tanto voto,Neutral,Neutral
dilma pra presidente sacanagem aecio ganhar,Neutral,Negative
nao consigo acreditar toda expressao insatisfacao protestos resultam reeleicao dilma,Neutral,Neutral
so trouxa acreditar nessas promessas politicos inclui dilma putete,Neutral,Neutral
mesma raiva dilma vota nela coisa errar vez passou disso burrice,Neutral,Negative
ter votado aecio dilma pra mim ter jogado direito voto lixo sinceramente,Neutral,Neutral
aecio dilma segundo turno to tipo vejo sao paulo x palmeiras pudesse perder dois,Neutral,Negative
dilma vai ganhar nao jeito,Neutral,Neutral
dilma ganhar obvio q n vai investir educacao povo estudo oq voto pra querendo n vdd,Neutral,Negative
palhacada cara falando dilma nao sabe nada fala serio fala deixar fhc viver presente,Neutral,Neutral
informem antes falar fez manifestacoes ano passado hoje votou dilma pessoas manifestaram sao total,Neutral,Negative
serio vcs querem dilma anos governando braisl,Neutral,Neutral
excecao orgulho bom senso cachorrada correios covardia tirar mg partido fazer dilma ir bem aqui,Neutral,Neutral
ah mano ta zueira cara q dilma vai ganhar,Neutral,Negative
brasileiros milhao rua pra hoje dilma ta frente pra acreditar mudanca ninguem toma iniciativa,Neutral,Negative
cuida q dilma vai sabotar aviao aecio,Neutral,Neutral
chances dilma vencer segundo turno sao enormes,Neutral,Neutral
dilma ganhar aecio prova definitiva torcida galo maior rival,Neutral,Neutral
dilma nao pode ganhar nao,Neutral,Neutral
so nao pode gay dilma ganhar,Neutral,Neutral
pior pessoas votaram dilma sao pessoas votam qualquer alias primeiro acha pepel chao heuhueh,Neutral,Neutral
ta bem obvio aecio dilma turno,Neutral,Neutral
so observando galera festejando ida aecio pro segundo turno dilma sao farinha saco so diferenca aecio pior,Neutral,Neutral
miga serio vc prefere marina dilma,Neutral,Negative
dilma vai ganhar precisa segundo turno pra decidir,Neutral,Negative
ultimo debate tava ate preferindo marina dilma duas ia chorar pra conseguir decidir,Neutral,Neutral
vai ter segundo turno aecio dilma aecio vai conseguir ganhar,Neutral,Neutral
ainda nao possivel saber vai disputar turno dilma rousseff gente olhem numeros serio,Neutral,Negative
gente fudeu bonito pq anular vai pra ai pode ser dilma novo,Neutral,Negative
nao direito ficar dividido turno dilma brasil avancou aecio pais recessao elite,Neutral,Neutral
aecio dilma dilma melhor candidata nao venham asneiras pt vamos votar aecio nao ridiculos,Neutral,Positive
dilma vai ganhar novo sinceramente prefiro assim,Neutral,Neutral
nao sei porque nao acredito globofica dizendo dilma acho tudo comprado,Neutral,Neutral
aecio vai ganhar segundo turno tira dilma pt,Neutral,Negative
olha dilma aecio ganhar eleicao saio brasil ja to ate arrumando malas ne,Neutral,Neutral
lendo tag dilma ganhar onibus vai queimar gente vai pagar ne trouxas,Neutral,Neutral
inacreditavel dilma reeleita,Neutral,Neutral
gente corre ainda tempo apagar eventos ces fizeram festa despedida dilma festinha marina silva etc,Neutral,Positive
aecio dilma voto dilma melhor merda ja ta merda pior,Neutral,Negative
dilma neves la chimbadora silva el proyecto popular lula y el neoliberalism privatizador enfrentaran en vuelta,Neutral,Neutral
dilma ganhar aumentar bolsa familia so acho,Neutral,Negative
dilma podia ganhar logo p n ter segundo turno,Neutral,Neutral
nao chamem pobre pq gosto dilma pobres sao vcs odiarem causa centavos,Neutral,Negative
verdade vc ta torcendo pra dilma ganhar,Neutral,Negative
protestos achava nacao poderia ir pra frente dilma ganhar,Neutral,Neutral
nesse momento votos apurados dilma aecio pergunta faco acreditar pesquisa,Neutral,Negative
fico impressionado existe tanta gente reclama br vota dilma,Neutral,Negative
mato grosso daecio dilma,Neutral,Neutral
dilma ganhar ole ole ola,Neutral,Neutral
hehehe dilma x aecio disse sujo mal lavado eleicoes,Neutral,Neutral
dilma ta longe ser candidata ideal dilma aecio mil vezes dilma,Neutral,Positive
dilma ganhar menos consciencia nao ajuda voto,Neutral,Negative
boa noite f dilma vai ganhar novo,Neutral,Neutral
iiiii otariosss dilma vai ganhar,Neutral,Neutral
dilma ganhar nao so nordeste ate minas votada,Neutral,Neutral
pra dilma nao ganhar pode ter ate quinto turno foradilma aecio,Neutral,Neutral
achei estranho aqui recife marina ficou empate dilma cada eleitor marina interior tambem,Neutral,Neutral
dilma ganhar vou exilar paris fiquem ap,Neutral,Neutral
man dilma ganhar vou ter mudar fc pro carrosel p emabiggestfansjustinbieber mpn beliebers,Neutral,Neutral
nao dilma ja pararam pra pensar realmente aecio sera bom governante estudem governo psdb passado brasil,Neutral,Negative
dilma ganhar novo vou embora pra rio azul whaaaaaaaaaaaaaaaaaaaaaaaat,Neutral,Neutral
ae cade ptistas aqui df demos chute agnelo dilma terceiro lugar recado dado hahahahaha,Neutral,Neutral
aecio coloco marina bolso turno vai ganhar dilma,Neutral,Neutral
dilma ganhar vai tomar cu causa oposicao outros cargos,Neutral,Neutral
dilma ganhar vai ficar quatro anos roubando pais ficando cada vez bosta emabiggestfansd,Neutral,Neutral
ta ai todo mundo protesta faz quebra quebra acontece dilma votos povo gosta sofrer,Neutral,Negative
queria agradecer fundo coracao todos eleitores dilma foderem ainda pais levando bolivarismo,Neutral,Negative
povo brasileiro buuuuuuuuuuuuuuuurro naosabemvotar serio dilma aecio,Neutral,Neutral
gigante dormiu verdade hibernou dilma aecio,Neutral,Neutral
ultima pesquisa somando aecio marina nao alcancava dilma ue ibope estranho ne,Neutral,Neutral
namoral dilma ganhar desisto brasil tantos protestos pra merda nenhuma sentindo indignada,Neutral,Neutral
dilma pt agradecer ter pessoas acham sairem governo acaba bolsa familia,Neutral,Neutral
deus dilma nao ganhar turno prefiro morre,Neutral,Negative
protestos acorda brasil gigante acordou vamos mudar resultado dilma eleicao,Neutral,Neutral
dilma ganhar novo vou orar pra santa burrice desse povo pq cruz,Neutral,Neutral
ain dilma aecio prefiro aecio caralho velho unfollow amor unfollow,Neutral,Neutral
gostaria alguem desse bom motivo nao votar dilma,Neutral,Neutral
rico critica governo dilma pq nao quer ver pobre comer melhor animal estimacao falo,Neutral,Negative
brezilyadilma rousseff la ilk sirada turda rakibi neo liberal neves bu durumda rousseff hemen hemen garantiliyor,Neutral,Neutral
brasil jeito dilma vai ganhar dnv,Neutral,Neutral
dilma ganhar,Neutral,Neutral
pais pras ruas vota dilma acreditar nisso,Neutral,Neutral
protesto lindo p votar dilma valeu brasil,Neutral,Negative
vergonha q ia ser deus livre deixa dilma,Neutral,Neutral
dilma vai ter q rebolar boquinha garrafa ganhar turno aecio surpreendendo eleicoes eleicoes foradilma chupadilma,Neutral,Neutral
dilma verdadeiro massacre nordeste voces acham ruim gente fala contra numeros nao ha argumentos,Neutral,Positive
nao acredito dilma vai ganhar serio pqp,Neutral,Neutral
velho pessoas votaram dilma cabeca deus,Neutral,Negative
dilma nao pode ganhar porra dnv,Neutral,Neutral
so agradeco dilma nao ganhar primeiro turno,Neutral,Neutral
dilma ganhar segundo turno dai ferrou ferrou ferrou brasilmarina forapt aecio ptnuncamais,Neutral,Negative
dito feito custo acreditar dilma possa ganhar segundo turno serio desculpem,Neutral,Neutral
demito desse pais dilma ganhar,Neutral,Neutral
ah gente amor deus vcs preferam dilma previdencia serio dilma,Neutral,Neutral
obvio q dilma,Neutral,Neutral
dilma pode ganhar so causa nordeste,Neutral,Neutral
sendo chamado esquerda votar dilma gente nao ser esquerda ser sensato,Neutral,Neutral
dilma n pode ganhar velho q saco,Neutral,Neutral
dilma le tranco el juego los votos marina muy probable vayan directo neves,Neutral,Neutral
vai ter segundo turno infelizmente dilma vai ganhar,Neutral,Neutral
dilma vai ganhar ta,Neutral,Neutral
cara deus quiser vai dar algum jeito dilma nao ganhar,Neutral,Neutral
trocar dilma aecio trocar sujo mal lavado,Neutral,Neutral
dilma podes arrumar coisas levar corruptos segundo turno nao passas,Neutral,Neutral
dilma sabe matematica igual inventa dado nao existe,Neutral,Neutral
dilma aecio turno agora pergunto porque raios povo fez protesto ano passo chegar ano deixa sujo mal lavado,Neutral,Negative
prevejo discursos gigante acordou peticoes online impeachment dilma,Neutral,Neutral
dilma ganhar segundo turno toda manifestacao jul desisto desse pais,Neutral,Neutral
gigante acordou dilma ta fazendo dormir novo,Neutral,Neutral
dilma ganhar di novo sinceramente vou ir morar estados unidos pq nao ta dando,Neutral,Neutral
dilma vim aqui agradecer vou ser primeira jogar pedra naquela vadia serio,Neutral,Neutral
nao compararem estadio mil q vaiou dilma milhoes eleitores claro q n vai bater nao to defendendo longe disso,Neutral,Negative
gente dizendo dilma aecio dilma ganhar ai senhor,Neutral,Negative
galera acha dilma manda tudo primeiro votem certo vereadores deputados governadores outros dai vao ver diferenca,Neutral,Negative
dilma voto piaui estados pobres pais bolsa familia falando alto la,Neutral,Neutral
certeza dilma nao apoia acho vai apoiar aecio nariz torcido nao pra garantir,Neutral,Neutral
hay q ideologizar campahacerla clasistaexplotar q dilma es candidata d pobres y aecio candidato d ricos analista en,Neutral,Neutral
porra dilma nao pra ganhar tambem aecio,Neutral,Neutral
curioso aecio tomou pau dilma estado minas onde citou orgulho aprovacao,Neutral,Positive
fazem protesto votaram dilma aecio fico perguntando burrice doenca mental,Neutral,Neutral
dilma vc ganhar quero ver td oq vc prometeu d ein,Neutral,Negative
acho engracado povo protestar reivindicar direitos etc chegar la hora votar dilma sentido,Neutral,Negative
podia ser melhor tres ne turno marina vs aecio qm vencer contra dilma eleicoes,Neutral,Negative
nao corrupcao motivo voces nao votarem dilma corrupto todos sao,Neutral,Negative
proximos anos serao f aecio vai ganhar nao dilma reina soberana nordeste mg rj,Neutral,Neutral
falando serio menos cagada desses dois dilma ja imaginaram aecio presidente representando brasil la ate medo pensar,Neutral,Negative
dilma y lula son igual peores los k,Neutral,Neutral
so hoje vi adesivo dilma leve pt junto umas x todos carros custam acima mil dilmas,Neutral,Neutral
apoio marina silva sera decisivo segundo turno presidente brasil diferenca aecio dilma pequeno,Neutral,Positive
dilma ganhar brasil ta lixo pq pra fazer campanha simpatica,Neutral,Neutral
vai ganhar dilma nao acredito,Neutral,Neutral
dilma vc vai ganhar disso ja sabemos entao compre proxima copa,Neutral,Neutral
dilma ganhar considero naturalizada americana,Neutral,Neutral
cu dilma ganhar demito,Neutral,Neutral
outra deixa dilma quietinha la lugar daqui anos sabe algo melhor pra votar,Neutral,Negative
nao aceito dilma ganhando rio povo burro,Neutral,Negative
pq aecio ganhar dilma segundo turno flop desse pais so vai aumentar,Neutral,Neutral
dilma ganhar amanha nao vou pra escola,Neutral,Neutral
dilma so nao ganha aecio dois estados logico sp nao entende porra nenhuma,Neutral,Neutral
aecio vai ganhar porque debate so perdeu x pra luciana pro dudujorge dilma nao sabe falar lula,Neutral,Neutral
ta serio gente dilma nao pt nao chega pt nao aguento pt,Neutral,Negative
vcs sao merda vaiaram tanto dilma copa manifestacoes ano passado ganhando,Neutral,Negative
patetico y pirata telesur pasa micro q tenian preparado diciendoel electorado respaldo masivamente las politicas dilma con,Neutral,Neutral
aturar anos saude educacao seguranca tudo precarias dilma lixona porra povo burro caralho,Neutral,Neutral
acho inacreditavel pessoas votarem dilma so bolsa familia afins,Neutral,Neutral
fizeram oq fizeram pra dps votarem dilma novamente direito voto jogado lixo chance desperdicada,Neutral,Negative
nao quero levar exatamente lado duro ver gente acesso informacao acreditar brasil dilma perfeito,Neutral,Neutral
galera olha aqui dilma nao vai ganhar pq eh lixo,Neutral,Negative
alias programa intercambio high school p ensino medio publico criado governo dilma sabiammmm,Neutral,Neutral
nao entendo dilma consegue ganhar aqui rj,Neutral,Negative
dilma ganhar vou rir tanto fez papagaiada twitter,Neutral,Neutral
dilma ganhar aecio nao nao,Neutral,Neutral
dilma vai segundo turno vimos gigante acordou haha brasileiro piada,Neutral,Neutral
agora ta ganhando aecio ae deus sera ganha unica pessoa nao pode ganhar dilma,Neutral,Neutral
povo reclama tanto mudanca vota mesma merda sempre dilma pt euvoteimarina vai chorar cama lugar quente,Neutral,Negative
nao entendo gnt nao vejo alma dizendo deseja vitoria dilma ainda consegue estar frente mole nao entendo msm,Neutral,Negative
dilma ganhar fica entendido povo brasileiro burro,Neutral,Negative
brasileiros acharam x alemanha pouco resolveram torturar levando aecio dilma pro turno raca,Neutral,Neutral
povo fez puta revolta pra voltar dilma novo incrivel sabem votar turno pensem nojera dilma valeu,Neutral,Negative
datafolha falando q dilma ia ganhar tal,Neutral,Negative
brasil parece obvio la vuelta sao paulo y cia sera neves y el interior pobre dilma pero y la clase media emergente,Neutral,Positive
queridos podem reclamar dilma vai ganhar,Neutral,Neutral
engracado eh aecio perder pra dilma estado pq alguem explica,Neutral,Negative
preconceito continua aecio dilma sujo mal lavado nordeste voto pra dilma explodir,Neutral,Neutral
ano passado todo mundo querendo queimar cara dilma ia fica igual ok ano todo mundo coracaoces sao troxa,Neutral,Neutral
juro dilma ganhar segundo turno vou buzinar frente casa todos voces,Neutral,Neutral
acho impressionante memoria povo ano passado todos queriam dilma hoje segundo turno,Neutral,Negative
dilma vai ganhar pra provar brasileiro gosta tomar meio cu,Neutral,Negative
vamos fe dilma ganhar acredito vai cumprir disse sobre seguranca,Neutral,Neutral
gente verdade historia urnas fraudadas pra favorecer dilma,Neutral,Neutral
dilma pais melhornao queremos prototipo collor aecio dilma presidente gigante acordado nunca,Neutral,Neutral
dilma ganhar brasil inteiro merece paulada,Neutral,Neutral
comentario cientista politico dilma pode subir segundo turno diminuir depende votos marina brilhante aula logica,Neutral,Neutral
aceitem dilma vai ganhar novo,Neutral,Neutral
ta d sacanagem dilma vai ganhar novo partiu morar tunisia,Neutral,Neutral
sinceramente acho dilma ganhar vai ser causa nordeste nao razao pra todo odio contra nordestino,Neutral,Negative
dilma ganhar povo vier graca pra fazer protesto daqui tempo vai levar uns tapa cara senta aguenta,Neutral,Neutral
dilma ganhar to nessa junto pipo ir pra pais,Neutral,Neutral
nao consigo acreditar q todos protestos ainda boa parte populacao q continua acreditando dilma,Neutral,Negative
casa todos indignados resultado so milhoes votos queremos ver mapa onde dilma ganhou turma jovem votou,Neutral,Neutral
todo mimimi gigante acordou pra deixar pais maos dilma ja provou b n capacidade,Neutral,Negative
fico indignada dilma ta conseguindo ganhar,Neutral,Neutral
entendo acho louvavel digo apenas defenderei segundo turno voto triste dilma,Neutral,Neutral
ah gente plmdds dilma ganhar dnv ne pqp,Neutral,Neutral
falam mal dilma enquanto estudante federal antes beneficiado bolsa familia nao reclamar visao,Neutral,Negative
lula dilma devem estar lamentando agora nao tentaram fazer lei midia agora nao adianta chorar globo segundo turno,Neutral,Negative
nao quero acreditar talvez dilma ganhe novo,Neutral,Neutral
liguei p dilma sinal ocupado,Neutral,Neutral
dilma popular rio janeiro,Neutral,Neutral
aecio ganhar vai ser mesma coisa q dilma ta comando acordem trouxas so versao azul direitista,Neutral,Neutral
mano mae votou dilma tchau nao fale duas cm tudo ainda igual,Neutral,Neutral
so falta dilma ganhar,Neutral,Neutral
aecio x dilma vamos segundo turno acordo pesquisas tendencia linear votos praticamente fato,Neutral,Neutral
nao consigo acreditar fato dilma estar segundo turno deus cara ate onde nivel burrice brasileiro pode chegar,Neutral,Negative
aecio ganhar tomo cu pq nao gosta nordeste dilma ganhar tomo cu tb,Neutral,Neutral
galera votando dilma gigante nao acordado,Neutral,Negative
noooooojo nordeste nada preconceito nada disso dilma serio malditos programas sociais nao explicacao forapt,Neutral,Neutral
todo mundo reclama dilma nunca vi ninguem defender votos estranho nao,Neutral,Negative
nao vamos sambar cara dilma so pra nao ganhar,Neutral,Neutral
dilma ganhar demito desse pais,Neutral,Neutral
aecio governador minas voces nao concordam dilma ganhar aqui prova psdb nao fez nada aqui,Neutral,Negative
ah serio dilma reeleita,Neutral,Neutral
tendencia psb apoiar dilma marina enxuga choro agora precisamos derrotar mal maior,Neutral,Neutral
unica coisa q falo sobre eleicao dilma n pode ganhar buceta eleicao n pode n vai amem,Neutral,Neutral
falaram tanto gigante acordou tal acho q continuou dormindo votaram dilma dnv fizeram revolucao toda atoa,Neutral,Negative
bom esperado dilma aecio turno votos marina vao pro pt psdb morre praia novo,Neutral,Neutral
nao gostou opcao aecio dilma pro segundo turno botao la chamado branco nao sei ja viu entao encher,Neutral,Neutral
ah dilma ganhar vou matar d,Neutral,Neutral
tamo fuuuuuuuuuuuuuuuuuuuudido dilma ganhar votem aecio aecio eleicoes,Neutral,Neutral
dilma ganhar vou mandar tomar cu proximo trouxa reclamar educacao saude etc,Neutral,Negative
merda dilma vai ganhar novo,Neutral,Neutral
vergonha ver q dilma achei q brincadeira pesquisas ganhar saio pais porque n mereco morar aqui,Neutral,Neutral
nao acredito dilma vai ganhar,Neutral,Neutral
parabens vc votou dilma vc belo imbecil,Neutral,Negative
vim futuro pra dizer dilma vai ganhar,Neutral,Negative
dilma ganhar quero ver ninguem futuramente reclamando politica brasil estao jogando chance mudar zorra,Neutral,Neutral
vcs nao podem querer mandar voto alheio votando dilma novo devem saber merda tao fazendo,Neutral,Negative
quase desespero subida dilma deus livre vou mudar canal,Neutral,Neutral
nao acredito dilma ficou primeiro lugar porra pode cara pqp quero chorar agr quanto povo merda urnas viu,Neutral,Neutral
serio dilma,Neutral,Neutral
dilma ganhar povo vim querer fazer manifestacao vou ajudar choque moral,Neutral,Negative
dilma ganhar ver neguinho fazendo manifestacao juro deus q dou cara,Neutral,Neutral
fico cara c gente q vota dilma n sofrer preconceito pqp,Neutral,Negative
nao entendo povo ruas protestar contra governo vaiou dilma copa criticou roubo petrobras quer tudo igual,Neutral,Negative
obvio prefiro dilma nao falar so dar lida minutos vc entende plantaobrasilbrnewsasp nid,Neutral,Neutral
vcs culpando nordeste votarem dilma ah cara crescam boa vcs ja sabiam iria ganhar pra continuam reclamando,Neutral,Neutral
to indignado ta bom governo fhc necessario lula arrumou deu oportunidade pra nao quis dar ai dilma caga,Neutral,Neutral
engracados vcs odiarem dilma aumento passagem passe livre nao preciso pagar centavo entao chorem,Neutral,Neutral
ue falaram tanto dilma vai ganhar ano novo,Neutral,Negative
exatamente povo acha dilma saindo brasil vai mudar noite pro dia capaz ficar pior,Neutral,Neutral
verdade povo burro dilma aecio sao mesma mercado,Neutral,Negative
papelao viu jovens dilma ganhar vai rir todos nasceu pra ser otario vai morrer otario,Neutral,Neutral
dilma ganhar desiste brasil vtnc,Neutral,Neutral
dilma ganhar dps voces derem revoltados fizerem protestos saibam estao razao ta mao voces tempo,Neutral,Negative
ehhh galera dilma vai ganhar novo,Neutral,Neutral
segundo turno affs velho dilma nao podia chegar teceiro primeiro,Neutral,Neutral
nao votando dilma longe mim conta nao normal,Neutral,Neutral
so vejo elite apoiando aecio nordeste idolatra dilma pt conclusao chega,Neutral,Neutral
dilma frente porque gigante acordou hein imagina dormindo,Neutral,Neutral
dilma nao pode ganhar maneira alguma olha saude ainda quer aumentar duracao curso medicina anos,Neutral,Neutral
deus dilma ficar quatro anos presidencia mudo desse pais puta merda,Neutral,Neutral
bora ganhar trem dilma,Neutral,Negative
fato pmdb apoiou dilma temer outros vao turno,Neutral,Neutral
hipocrisia gigantesca fazer manifestacoes tudo pra agora dilma ganhar sa porra,Neutral,Neutral
turno confirmado presidencia dilma agora vai ter arrumar grana,Neutral,Neutral
pqp aecio n pode ganhar nao galera quero morar australia tudo pago dilma uai,Neutral,Neutral
dormi sininho maravilhoso acordei noticia dilma ta liderando eita povo imbecil,Neutral,Neutral
ta medo ebola to medo dilma ganhar sim,Neutral,Negative
ontem tava gritando gigante acordou hoje votou dilma bando hipocritas,Neutral,Negative
dilma ganhar posto video cantando b,Neutral,Neutral
ah outra candidata votos genro eleitores sao esquerda votam dilma achar menos pior q psdb,Neutral,Negative
dilma nao pode ganhar pezao tambem nao,Neutral,Negative
povo burro sabia dilma ia pro segundo turno brasileiro bom pra caiaio,Neutral,Negative
dilma ganhar mudo eua,Neutral,Neutral
dilma ganhando continua lixo pais chamado brasil disgusting,Neutral,Neutral
sei dilma lixo pt idem vcs tao votando aecio pra tirar dilma serio serio vcs sabem aecio,Neutral,Negative
nao acredito vai ter turno desnecessario dilma vai ganhar todo jeito zz,Neutral,Neutral
dilma apanhou debate normal imagina x hahaha ai corasaum,Neutral,Neutral
dilma ganhar mudo pra cuba pra investir medicina,Neutral,Neutral
disse dilma ia ganhar agr disse,Neutral,Negative
dilma sinha descarada vamos ganhar aecio viu peloamor,Neutral,Neutral
dilma aecio segundo turno sinuca bico sujo mal lavado,Neutral,Neutral
dilma votos aecio certo elavenceu matematica eleicao nao sentido vencer,Neutral,Neutral
dilma aecio serio,Neutral,Neutral
gigante dormiu cade evolucao brasil dilma novo nao,Neutral,Neutral
institutos pesquisa brasil datafolha ibope aliado corruptos ladroes pt dilma vem,Neutral,Neutral
vai dar cu viadinho melhor q votar dilma,Neutral,Neutral
pra dilma ganhar prefiro devolver brasil pros indios pedir desculpas foradilma forapt,Neutral,Neutral
dilma ja ruim imagina outros candidatos pra ver claramente sao despreparados,Neutral,Neutral
dilma ganha fica tudo igual agr img aecio gabhar brasil vira ponta cabeca marina sei la,Neutral,Negative
falam falam dilma votam nela vsf ninguem vai fazer melhor entao vao tomar cu,Neutral,Negative
pai convencido aecio ganha dilma vai ganhar bagaca novo pais bosta,Neutral,Neutral
dia luciana genro dilma aecio sujo falando mal lavado,Neutral,Neutral
falar q israel outros paises dilma aparece praticamente indices voto continua lideranca tudo comprado,Neutral,Neutral
vontade bater cada votou dilma,Neutral,Negative
vc n sabichao politica falar mal dilma aecio marina,Neutral,Neutral
fdp dilma vai ganhar novo,Neutral,Neutral
vai sim rt sera aecio vai ganhar dilma hora pra outra,Neutral,Negative
dilma ganhar vcs quiserem fazer protesto mando td tomar cu,Neutral,Negative
dilma voce pode ate ganhar nunca ajuda voto,Neutral,Negative
dilma ganhar ja vou arrumando malas,Neutral,Neutral
dilma ganhar tera impeachment aguarde pra ver,Neutral,Neutral
geraldo alckmin reeleito governador sao paulo ja ta decidido dilma vai pro segundo turno contra aecio neves aeciodevirada,Positive,Positive
unica coisa n queria alckmin governador dilma aceito,Positive,Positive
toma porra to revoltada pais retardado q vota dilma meoooo,Positive,Positive
dilma pegou pais ja estabilizado sistema pt anos ja pt facil assim nao,Positive,Positive
dilma aecio segundo turno voces sao otarios,Positive,Positive
dilma jair pedro protesto ja nao ninguem joao paulo rene patriota edilson silva,Positive,Positive
rt so dica dilma cair servidor cai tambem viu concurso so kakakak,Positive,Positive
tbm n leq aecio ganhar acabou pais esperanca porra toda dilma fdp melhor deixar dilma,Positive,Neutral
perdi dia pastel caldo cana pra ver dilma ganhando porra,Positive,Positive
queda livre x ascensao segundo turno dilma aecio nao dilma marina pesquisas sao furadas,Positive,Positive
engracado povo vota dilma reclama certas situacoes passam,Positive,Positive
rj marina bem perto dilma votos apoiar vai ser bem vindo,Positive,Positive
ta decidido dilma porra otaria vaca odeio pega aecio segundo turno,Positive,Positive
fijate lo decia el diario clarin argentino amigo oglobo brasilero brasildecide dilma silva,Positive,Positive
dilma aecio ta tudo otimo imagina marina meio deus q livre,Positive,Neutral
negocio pt tudo birrinha sabe dilma melhor fica nessa so p ser contra,Positive,Negative
aecio ganhar pq qualquer coisa vai ser melhor dilma,Positive,Positive
matem anotem dilma vai ganhar agora daqui anos lula ganha tbm dps anos reelege anos puro pt hmm delicia,Positive,Positive
tao bom minas peso votou dilma,Positive,Positive
aecio forte esperado neste cenario provavel dilma perca turno,Positive,Positive
dilma aecio lembre melhor diabo voce conhece povo ta achando nao pode piorar,Positive,Negative
agora q venca aecio q dilma quatro anos nao vai dar certo,Positive,Positive
euvoteimarina infelizmente dilma vence facil turno,Positive,Positive
vcs falam tanto aecio professores dilma faz algo p valorizar servidores publicos,Positive,Positive
todas manifestacoes ainda votam dilma iluminem ser humano desse,Positive,Positive
moral voces sao burros p caralho burros votou dilma,Positive,Positive
votei aecio to feliz pra crl serio so pena saber q ainda gente q vota dilma nao conformo,Positive,Negative
cris petista distorce favor pt humano quero dizer parte natureza humana louca lula dilma,Positive,Positive
melhor coisa aecio turno marina dilma preferiria morte lenta,Positive,Positive
quero saber ta feliz vitoria dilma,Positive,Positive
brasil pais onde pessoas fodem nao aprendem legal elegerem dilma novo parabens pra voces viu,Positive,Positive
dilma votos sao paulo vai ver porque governo excelente ne,Positive,Positive
boca urna ibope mostra turno sera dilma aecio msnpt brbbhn i aecio neves dilma vai ver bom,Positive,Positive
pessoas q pra rua votam dilma tao coerente quanto homossexuais q desejam ter familia legal igualdade votam marina,Positive,Positive
pra vcs nao gostam dilma pensem bem antes pedir pais governado aecioporto po,Positive,Positive
odiar dilma aercio coisa odiar nordestinos outra,Positive,Positive
mano vcs parassem ser falsos fazessem q falam lucianinha vcs tava turno c dilma massss ne acho bom,Positive,Positive
burrada achar aecio vai ser melhor dilma,Positive,Positive
admiro fhc pra caralho embora achado mandato merda ja aecio desprezo dilma nao excelente,Positive,Positive
segundo turno decidido dilma aecio,Positive,Positive
merval disse votacao marina sao paulo nao ira dilma,Positive,Positive
gente tela dizendo aecio melhor dilma rico come lixo,Positive,Positive
legal q hora pra outra todo mundo viro super consciente anti dilma entendedores politica,Positive,Positive
dilma aecio devem disputar segundo turno presidencia momento verdadeiro momentoverdadeirodilma aecio devem disputar segundo turno presidenciahtml via,Positive,Positive
sao paulo diz nao pt rumo segundo turno dilma x aecio,Positive,Positive
resultado surpreendente osasco tradicional reduto petista dilma rousseff pt ocupa apenas terceira,Positive,Positive
nao gosto dilma caralho voces sao hipocritas,Positive,Positive
sao paulo pt aecio neves cola dilma ai brasil mostra forca bota estrela vermelha pra correr,Positive,Positive
segundo turnoooooooo ja decidido dilma aecio,Positive,Positive
aecio merecia povo brasileiro nao percebeu dilma vai afundar brasil,Positive,Positive
vejo tanto gente tl pras ruas protestar ta nessa dilma melhor amorrr,Positive,Negative
quero brasil foda agora dilma vai terminar afundar pais parabens pra votou nela,Positive,Negative
dilma competente candidatos,Positive,Positive
maaaan,Positive,Positive
brasil ta fundo poco sim dilma continuar topo brasil so vai afundar,Positive,Positive
agora cada defina melhor tatica aecio todos contra dilma comecando agoran to nessa,Positive,Positive
