text,sentiment
prezado candidato alckimin o problema e combustiveis derivados petroleo concorrencia uma politica precos combustiveis haver alternativas energeticas estimular reducao precos biodiesel carros eletricos etc abs,Neutral
como devemos chamar sr de santo bellem mm e itens abaixo sr entrou time a casa papel higienico usado rodo anel metro merendas ijrousi,Neutral
voce pensou indicar brother paulo preto pra la,Neutral
o brasil quer urgentemente geraldoalckmin  presidente brasil ,Neutral
o brasil quer urgentemente geraldoalckmin  presidente brasil twittergeraldoalckmin status,Negative
plano governo povo faz povo parabens geraldo presidente,Negative
almoco negocios recebera presidenciavel geraldo alckmin katiasantanabralmoconeg ociosreceberapresidenciavelgeraldoalckmin,Negative
geraldoalckmin  twittergeraldoalckmin status,Neutral
salvo universo dando ideia sei colocar pratica ja vi meut netos pagarao divida dessa balela,Neutral
equipe economica formada grande gestor geraldo alckmin brasil vai voltar ser gigante,Neutral
nao existe salvador patria extremos colocam existe e coletividade geraldo sabe fazer boas parcerias,Neutral
geraldo presidencia vai usar experiencia sao paulo recontruir brasil,Neutral
claro assim todo esforco governador pra ajudar recalcular icms cara vc fingiu q vc greve caminhoneiros pq achariamos q vc vai assumir alguma responsabilidade eleito presidente vacilo,Neutral
cuidado fala nao renda esquerdas,Neutral
isso decisao judicial ser cumprida sempre geraldopresidente,Positive
de passagem longe lei obrigado geraldo representar povo quer justica,Neutral
geraldo sabemos honestidade vai pra cima,Neutral
com discurso vc vai longe bem longe presidencia,Neutral
que historia inspiradora jovens podemos ter esperancas vida pessoal trabalho vc presidencia esperanca brasil,Neutral
sim geraldo eleitor competencia honestidade transparencia,Negative
a populacao certeza sabe todos algo escondido vou sabe fazer fazer vou geraldo,Neutral
se possivel pedro parente feito magica existe,Neutral
ah va,Neutral
boa politica pacificadora boa gestao alckmin,Neutral
como escrever dizer nada geraldo alckmin ensina,Neutral
como falar dizer nada apresento,Neutral
esse lixo merda prejudica vida moradores centro sp promovendo perturbacao sossego trio eletrico cheio delinquentes gritando fazendo barulho arouche forabrunocovas forapsdb psdblixo alckiminnacadeia,Neutral
nao devemos esquecer q sr presente dado fhc psdb partido,Neutral
desiste alckmin psdb so minima chance doria,Neutral
twitterannatavorast atus,Negative
gostaria posicionamento pre candidatos sobre politica conteudo nacional investimentos criacao empregos area oleo gas brasil retomada pre sal projeto industrializacao pais,Neutral
quebre monopolio petrobras esta melhor politica precos,Neutral
quero ouvir propostas objetivamente forma politica ela assemelha praticada pedro parente,Neutral
vc fazendo planos pra resolver problemas enfrentando sim melhor reputacao e tachada mentirosa voce cumpre fala e verdadeiro mentiroso prestem atencao gente vai fazer nada disso mentiroso elite,Neutral
governador sp aliado restringe passe livre estudantil regioes metropolitanas redebrasilatualbrcidadania governofrancarestringepasselivreestudantilregioesmetropolitanas,Negative
passo proximo,Negative
vou aproveitar colega ai marcou todos perguntar projeto verdadeiro plausivel diminuir numero deputados senadores funcionarios publicos onerosos ociosos brasilia a conta la nunca vai fechar muita gente pra pouco servico,Neutral
mas q populista fdp conseguiu perder voto,Neutral
e e solucao,Neutral
ahahahahaha petralha deus livre petralha nao feche olhos desvios tucanos,Negative
geraldo alckmin participa almoco negocios acese fnewsbrpoliticageral alckminparticipaalmoconegociosacese,Neutral
prefeito romero rodrigues psdb campina grande gasta r  mil lanches gabinete cagabineteprefeitocampinagastarmillanchesgestorsegundotce,Negative
pelo vejo comentario precisando informar entao vou perder tempo petralha,Neutral
psdb quer eleger senador corrupto demostenes torres diariodegoiasbrdiariogoia sluciademostenessaoqualificadosdisputarsenadochapabasealiadadizeliton,Neutral
precisamos privatizar,Negative
sugestoes,Neutral
preservar faltar salarios marajas algum,Negative
youtubeosbfjv,Neutral
marina ciro gomes geraldo alckmin ai chamava kkkkkkkk,Negative
saida tucano pedro parente incompetencia crassa levou caos levou candidatura alckmin pra saco,Neutral
qual grande trabalho o desvio obras rodoanel verba merenda,Negative
que trabalho qual magica pedro fez favor n levar consideracao mercado internacional,Neutral
brasil brasileiros assim petrobras deveria ser beneficio povo brasileiro onde precos combustiveis deve ser baratos,Neutral
fala geraldao que discursinho agua acucar hein estilo fode sai cima em compensacao comentarios aqui nessa desnecessaria observacao bosta sr conseguiu unir direita esquerda mesma chacota valew chuchu,Negative
acho falando candidato errado colegaparece biruta aeroporto indo sempre onde vento sopra e bolsonaro alckmin,Negative
o brasileiro esqueceu capitalismo,Neutral
nao troco certo duvidoso pau,Neutral
tomara doria e ultima esperanca centrao se insistiram geraldo nulidade,Neutral
eu quero geraldo alckmin presidenteentao fale vc,Neutral
em sp ibope aponta presidente lula  jair bolsonaro  geraldo alckmin  muvuca popular muvucapopularbrbrasilspi bopeapontapresidentelulajairbolsonarogeraldoalckmin,Neutral
mais e exatamente voto geraldoter prioridade reformas tanto tributaria quanto politica corta privilegios,Neutral
comentario superficiaaaaallll raso epoca eleicoes e assim vcs agem,Neutral
para mim unica solucao brasil e visando grande trabalho feito sp,Neutral
isso por alckmin eleito presidente ele descobriu quadratura circulo como ninguem pensou nisso antes proteger consumidores preservar petrobras e continuar impostos atrelados lesar arrecadacao estados federal municipios,Negative
desista candidatura favor de lugar doria faca favor brasil,Negative
concordobom ambas partes,Neutral
aqui video sobre saida pedro parente petrobras abracos,Neutral
a melhor protecao pro consumidor e concorrencia jovem quando e brasil vai ver livre pensamentos,Negative
ok e meio vago e candidato alias esperamos posicoes claras senhor sobre diversos assuntos que tal ir rodavida expolas,Neutral
k,Positive
isso ai coloca acio neves la,Neutral
gglobosaopaulonoti ciaspmenortaxamaiorreducaohomicidiosdecadaapontaestudoghtml,Neutral
engracado consegue falar tanto dizer nada tempo quero ser evasivo inspiro,Negative
esse aqui eh daqueles  concordam greve querem pagar imposto aceitam reducao gastos sociais diesel caro errado assim reajustar precos acordo mercado e petrossauro tem q dar lucro mas picoledexuxu,Neutral
prezados pq ainda pronunciaram sobre saida pedro parente vcs candidatos omissos relacao acontecimentos relevantes cotidiano eleicoes,Neutral
concordo vergonha pt zprqnpxv,Neutral
leia blogsoglobogloboeissomesmopos tparlamentaresptcompartilhamdadosincorretossobrealtaprecogasolinahtml,Positive
nossa porque ser que a petrobras se tornou a empresa mais endividada do mundo na era pt porque ser hein,Negative
desespero bateu desespero aqui goias quase  corre alckmin tempo e curto alias curtissimo verdade dando esperanca futil vaca pro brejo vc tempo soube trabalhar bem,Neutral
a famlia na presidncia do brasil levarmos querido casal eternos enamorados dona lu geraldo alckmin presidencia republica e voltarmos valorizar quase falida instituicao facebookmauroborges posts,Negative
aceita ser vice flavio rocha,Neutral
maduro pensa iqualzinho amoedo pq escreve conta principal geraldo alckmin deve ter aprendido vc,Negative
o psdb louco pra indicar uns carguinhos la q vergonha esquerda pra valer,Negative
como sempre alem,Neutral
privatiza j,Negative
que tal pedir reembolso  bi,Negative
explica ai candidato porque precisam tirar impostos pagos gente honesta desse pais fazerem campanha,Neutral
quem competencia aproveita ciclo economico quem passa vergonha estude maus historia,Neutral
cara venezuela ta melhor gente ver preco gasolina la idh,Positive
no no no tem de privatizar essa porraaaaaaa,Negative
assim psdb fez aliando pmdb posimpeachment agora quer pintar santo estamos olho,Neutral
ze chuhcu,Neutral
plano real ideia itamar franco acertou porcaria nenhumalula consertou merda entao roubou fez outra merdabolsa escola valor quase insignificante acabou juros deixou reserva cofres,Neutral
precisamos fazer alguma coisa manter poder tvfvbzjs,Neutral
sempre cima muro vc deveria elogiar gestao parente qual politica incidir muitos impostos isto est errado faz decadas culpa dis polticos aviso perdeu voto ,Neutral
importante participacao gustavo parabens,Neutral
o importante e ter tucano sobrevoando empresa a final sabemos intencao e vender empresa encher ainda offshores,Neutral
joao amoedo fez,Negative
essa politica quase quebrou brasil amigodilma poder ja seriamos venezuela,Neutral
seja grande deixa centro unir torno candidato viavel sr e grande gestor voto senador infelizmente nao vai pro segundo turno pra presidentebrasil ser maior projeto individual poder,Neutral
uma empresa gerida p capitao mato escravizar populacao foi tarde o estado suga suficiente povo nova gestao petrobras traga pouco alivio menos lucro p funil chamado estado,Neutral
vendediscurso com saida pedro parente importante nesse momento e desperdicar trabalho vinculacao dolar recuperacao petrobras precisamos definir politica precos combustiveis q preservando empresa proteja consumidores acionistas,Neutral
aproveita plantar batatas covarde nao ficou lado parente sim demagogos caminhoneiros aviso no voltarei mais nele,Neutral
pqp precisa e privatizar petrobras merda,Negative
pesquise melhor ainda impedido candidatar primeiro julgamento permitido candidatar junto bolsonaro entao facafavor,Negative
acabe monopolio privatizando empresa atraindo novas setorfacil nao deve ser nao pode eh tira monte pro outronao pro estado ser deste tamanho estado nao consegue dar atencao q deveria saude educacao seguranca,Neutral
falou falou nada,Neutral
precisamos quem fale melhor sobre assunto,Neutral
tomar cu sempre imbecil gosta pagar gasolina cara,Neutral
com coordenador mae dina tem   turno lula criminoso condenado preso nao candidato ,Neutral
tudo posta agora e relacao preco combustivel querendo ganhar voto argumentos achava capaz algo melhor,Negative
falastrao corrupto enrustido finge ve surfa golpe que diga turma metro linha  lilas datada empresas acordo flagrado nunca punido,Neutral
como dilma lula fuderam petrobras pqp seguraram preco,Neutral
existe palavra tudo governador privatizacao,Neutral
foi tucano q levou pais caos ultima semana,Neutral
comeca entao chega precisamos acontecem nunca bom ouvir presidenciaveis propoem,Negative
bolsonaro,Neutral
isso ai bolsonaro,Neutral
ai santoooo e merendinha,Neutral
olha bagunca sextadetremurasdv gevriw,Negative
no twitter comenta saida parente petrobras welbiblogspottwi tteralckmincomentasaidahtmlspreftw blogdowelbi tpzzuh,Neutral
alkimin desiste dessa candidatura presidencia tu vai terminar quinto lugar saira menor ainda entrou va senado tem eleicao garantida ainda pode livrar suplicy,Neutral
enquanto candidato psdbosta esquecam petro,Positive
esses palhacos acham vao chegar segundo turno,Neutral
pois e e ainda psdbosta acredita,Negative
geraldo acompanho vida anos parabens honestidade transparencia sempre meu voto outubro e geraldopresidente,Neutral
geraldo alckmin precisa privatizar empresas e dinheiro vendas desenvolver pais q e grande geracao vai aproveitar nada vida pais q vive tudo e caro populacao aguenta,Neutral
menos piaui menos,Negative
a,Neutral
e contra fundo partidariomelhorar ainda e contra utilizar dinheiro publico campanha eleitoral manutencao partidaria,Neutral
repito privatiza abre mercado petrolifero resolve,Neutral
parabens coragem eu acredito ninguem aceite fazer parte sistema politico brasileiro corrupto mundo dito democratico aceitar presidencialismo coalizao portanto candidatar e aceitar sistema corrupto corromper,Neutral
certeza pagamos fmi,Neutral
deveria mudar nome alckimista pq capacidade transformar ouro merda candidato ideal pra prapra ser comparado chuchu,Neutral
principais acionista empresa,Neutral
gxjks,Neutral
preciso combater tudo e ilegal geraldo alckmin e preciso mudar nucleo cultural desde primario formando novas pessoas meu voto e geraldopresidente,Neutral
esses bandidos acham segundo turno por acaso ainda acreditam papai noel twitterfolhastatus ,Neutral
hum deixa ver menos lixo apoiar,Neutral
roubou petrobras pt acorda acefalo,Neutral
falou disse nada,Neutral
tem e privatizar,Neutral
canalha oportunista,Negative
a greve certeza importante oportunistas extremos quiseram aproveitar mas caminhoneiros deixaram parabens caminhoneiros meu voto e alckmin,Neutral
privatizar sociais democratas querem ne onde vao arrumar lugar conchavos maracutaias tao famigerada governabilidade acorda e desfazendo adversario vai conseguir votos e trabalhando fez vice,Neutral
o brasil refem oportunistas anos ainda buscam poder qualquer custo instalam discurso odio assim seguindo regra nazismo separar conquistar geraldo ja mostrou e gestor unifica congrega acalma coracoes voto vc,Neutral
politicos pararem roubar coisa vai santo,Neutral
ate qdo pode fazer,Neutral
geraldo estado sp vc governou paz ouvidos sempre abertos escutar populacao brasil precisa avancar certeza vc e melhor opcao,Negative
todo dia um nome diferente para a vice de geraldo alckmin,Negative
a leftcenter party that promotes policies that the righties love see joao doria and geraldo alckmin,Negative
geraldo alckmin acredito presidencia brasil ira retomar crescimento acontece tempo,Neutral
ta pareo dr,Neutral
golpista tiraram pra fazer media comentar coisas envolvido,Neutral
so escreve merda chuchu,Neutral
alckmin e obvio oq vc acrescentou c palavras como vc vai resolver questao qual solucao p problema posicione,Positive
so oportunista neste pais sr e nao eleito discurso e dubio demonstra forca,Neutral
politica aumento preco como pode dona monopolio soberana mercado combustiveis declarar prejuizos justificar aumento diario preco combustivel,Negative
nao vaialckmin perde respeito acho merecia fala covarde parece cassio cunha lima falando poderia ser moreira franco maia eunicio lula gleisi lindinho cirovou vomitar,Negative
concordo declaracao bombstica ciro gomes sobre relacao geraldo alckmin pcc absurdamente ignorada fact checkers etc tinha ser  pagina tudo e jornal sp mas imprensa paulista nunca gostou incomodar santo ne twittercahcamilarvs tatus,Negative
some alckmin,Negative
o psdb perde chance exigir imediata privatizacao quem dera renovapsdb respondesse partido infelizmente chuchu fica cima muro,Neutral
fora outros modelos concessao estrada paulo pedagios absurdos justificativas aumento mas melhor estrada pais duvida,Negative
integro frente parlamentar fiscalizacao desoneracoes fiscais estado sao paulo coordenada companheiro levantado dados importantes,Neutral
 r  bilhoes divida,Neutral
nao da pra comparar so acho brasil privatizar vira monopolio r livre concorrencia veja banco  agora tao abrindo lucro etc foi nesse sentido,Positive
a unica politica protege consumidores e privatizacao dessa empresa comandada politicos esse negocio empresa publica e papo pra pegar bobo,Neutral
falta filhote lava jato aqui sp tipo moldes rje prendeu quadrilhado cabral exemplo vcs investigar nessas  decadas frente governo estadual bei esporte clube pinheiros,Neutral
alem ter carisma platelminto ele consegue ser repulsivo serra,Neutral
o executivo estadual autonomia politica mas nenhuma transparencia sequer fiscalizacao parte legislativo o proprio tce entende assim muito menos prestacao contas populacao dialogo discutir contrapartidas entao sonho,Neutral
precisamos definir politica precos combustiveis preservando empresa proteja consumidores diz geraldo alckmin precisamos e privatizar petrobras deixe putaria geraaaldoo hqrpfohq,Neutral
meu caro pra ter ajuste diario melhor adotar dolar moeda oficial nos comercialmente comprar dolar vender real,Negative
ta frente todas pesquisas,Negative
o alckmin e caricatura establishment a unica coisa renova e mandato,Neutral
politica precos e acabar monopolio refino o resto mercado faz parte,Neutral
para fortalecimento democracia debate redes sociais deve ser plural foco ideias parabens presidente,Neutral
ele pronunciou agora discreto optou dissemos jogar fogo gasolina crise empresa twittergeraldoalckmin statuss,Neutral
a melhor politica precos e privatizar retirar monopolio refino,Negative
exatamente ai mas renovacao precisa ser demonstrada e renovacao nada por bolsonaro votos tira cara dai coloca bolsonaro morre,Negative
vai merda geraldo privatizacao,Neutral
desde tirar bolso,Neutral
o governo federal pode ter algum tipo intervencao nessa politica isencao,Neutral
com toda certeza pelo tamanho petrobras e preciso politica sustentavel precos todavia massacrar populacao brasileira precos bomba exacerbados,Negative
rpz e arrebentar salafrario santo dizer absurdo desses que grandessissimo fdp vc e twittervaloreconomic status,Neutral
quem e geraldo alckmin,Negative
quando eleito coloque volta esse governo atual medo rabo preso pt,Neutral
seu geraldo e melhor escritor plantar arvore editar livro ruim,Negative
ou tao corrupto quanto,Neutral
penso diferente efeito pratico nenhum concordo mas portuaria diferenca candidato,Neutral
bancos estao explorando  anos taxas extrapolaram junto abusoclientes toda classe retendo proventos emprestam acima capacidade pagamento inadimplente paga caro q,Neutral
miopia atroz nao pode ser presidente,Neutral
ja iniciou fim da era do petrleo nao podemos ficar refns caminhoneiros unica fonte energia,Negative
esse e x questao,Negative
esta manchete e tao importante proprio alckmin ira comentar fez dias atras fora bolivarianos,Negative
geraldo alckmin precandidato planalto psdb comentou twitter pedido demissao pedro parente oantagonistabrasilalckmin importantenaodesperdicartrabalhorecuperacaopetrobras,Neutral
votarei alkmin p presidente proponho grande programa de carros eltricos populares c baixos impostos painis solares c baixos impostos financiamento bndes p proprietarios casas tornarem geradores de energia eltricaobama fez gerou empregos e progresso,Negative
governador escolher come bolo guarda bolo talvez criar pulmao deixar mudancas tao frequentes desonerar combustivel petrobras margem pra sustentar precos,Negative
sinceramente da vontade quebrar celular pra no olhar cara desse bosta golpista vai tomar canecofilho puta nojento,Positive
isso ver ciclo economico canetada presidente note ainda dilma quase quebrou petrobras politica precos informemelhor,Neutral
encima muro sempre desastre cara,Negative
quem hoje apoia governo tucano planalto desconsiderando corrupcao leniente pt deixou transformarem pais cleptocracia e democrata e apenas tao medroso quanto proprios tucanos,Neutral
abre boca fala alguma coisa caro posiciona petrobras vai continuar assim governo vais privatizar politico posicao e mesma coisa nada,Neutral
serio alckmin vai fazer discursinho esquerdista agora desiste vez ninguem quer presidente desistealckmin doriapresidente bbqicn,Neutral
que absurdo ex governador sao paulo vem logica idiota wha vi,Negative
bolsonaro presidente,Negative
grande observacao geraldo vc e sumidade inteligencia,Neutral
acho precisando estudar e imbecil deu porque perder tempo coxa fdp,Neutral
vou rir tanto fato comprovar indices pesquisas porem acredito partido golpista fara tudo parlamentarismo canalhas,Neutral
se ferrou hein saiu governo sp deixou cara fala melhor voce trabalha melhor voce vai concorrer governo sp voce chance ganhar presidencia que merda de vida a sua,Neutral
tucano sendo tucano ficar muro e talento,Neutral
larga osso deixa doria concorrer,Neutral
era senhor governador durante  anos ter cobrado tao alto valor icms acho vir dar palpite agora minimo querer angariar votos,Neutral
sempre inoportunas observacoes,Negative
cabaco pede pra sair logo,Neutral
privatiza bosta quero ver colocarem bandido pra roubar parridos politicos privatizada,Neutral
a saida pedro parente presidencia petrobras e lastima ganham nesse episodio inimigos estatal roubaram ainda apoiaram politica precos levou economica financeiramente buraco,Negative
sempre conversa pra boi dormir povo fudendo,Neutral
se pra proteger consumidor e melhor privatizar,Negative
analfabeto funcional vai estudar,Neutral
seria colocar fogo gasolina marco os assuntos internos petrobras precisam ser discutidos voz processos decisorios caso alckmin pronunciasse surfaria onda crise e influencia pratica alguma,Neutral
por voto chuchu sempre querendo agradar deus e diabo nao culhao,Neutral
esse cara e turma vendilhoes patria,Negative
cara integro apagao fhcta bom,Negative
que bosta fala parente pouquissimas coisas boas desgoverno temer falazinha e certeza q aparelhamento voltara ciro slckmin vtnc,Neutral
e fazendo campanha decola twitterdcmonlinesta tus,Neutral
vc nao serve ser presidente vc representa antigo retrogrado atrasado politica hoje se vc continuar candidatura farsa pessoas querem renovacao vao votar vc liga pede sair vc serve,Neutral
alckmin vive cima muro,Neutral
senhor futuro presidente manter recuperacao petrobras consiste deixar acionistas contentes povo contente da fazer duas coisas,Neutral
serio acha telefonia pior privatizacao ainda e ruim definitivamente pior antes memoria curta seletiva,Neutral
verdade,Neutral
sai cima muro geraldinho fala logo vai privatizar chega usar estatal cabideiro politico manobra populista chega vc assume posicao vc,Negative
que discurso generico que tal sugerir solucao real isso senhor tweetou crianca diria rs,Neutral
arte tentar agradar todos nao percebe dias correm postura afasta atrai,Negative
vc conseguiu fazer sao paulo funcionaracho dificil conseguir fazer brasil funcionar,Neutral
lucrativa pro brasil empresa onde brasil investidores privados colocam economias gerida cara integro tirou empresa buraco seguindo melhores praticas gestao resto mundo inacreditavel estar respondendo ainda so cretino,Negative
twitternoahshusterst atusrefsrctwcampecopyctwsrceandroidctwgrecopyctwconectwterme,Neutral
entendi precisa subir preco ponto vista petrobras baixar preco ponto vista populacao baita analise,Neutral
reducao impostos reducao gastos governo fim monopolio etc,Negative
discordancia e livre discordo quanto oportunismo cabia geraldo alckimin posicionar sim afinal pedro sempre identificado partido politica adotada petrobras consonancia tudo partido prega,Neutral
algumas vezes silencio e melhor falar bobagens,Neutral
a empresa sempre primeiro lugar ne geraldinho,Neutral
essa politica serve beneficiar bando,Negative
lucrativa pra bem gerida,Neutral
sua opiniao e  irrelevante,Neutral
politica precos vcs enquanto podem ferram povoonde viubr maiores produtores cana acucar petroleo cobrarem preco q cobram combustiveis,Neutral
so falou merda,Neutral
no melhor estilo cima muro,Negative
o ego permite ele realmente acha q pode ser solucao alguma coisa,Neutral
que trabalho cara palidatrabalho psdb ferra pais sempre,Neutral
muro,Neutral
vc vai sair disputa eoug,Negative
timo que todos manifestem e preferencia enrolar,Negative
preservando consumidores protegendo empresa a ordem sr politico ordem,Neutral
ahhh entao apoio tucanato,Negative
a crise envolvendo petrobras acaba definitivamente privatizada empresa quebrado monopolio combustiveis solucoes muro efeito,Neutral
faca algo bom deixe algum candidato bom estar lugar senao  anos bolsonaro,Neutral
minha sobrinha disse mesma fala,Neutral
patrocinios armas comecaram passar porto santos vindo miami lembra,Negative
abrir mercado outras empresas venderem combustivel globalizacao abertura mercado,Neutral
diz pro persio arida quer protejer consumidores aproveite aulinha economia basica vai ganhar,Negative
com geraldo alckimin kakaka vao gostar perder assim cada caralho se quiserem ter alguma chance doria,Negative
pedro parente e canalha vagabundo assim vossa excrescencia,Neutral
o tb comentou,Neutral
papo oportunista,Neutral
chuchu meio moral pra falar,Neutral
amor como ta o rodoanal to sabendo que levo  milhes de pau por traz do pano,Negative
apenas comentaram saida parente momento a posicao sempre clara o dira palpite posicionamento firme se e vai acontecer,Neutral
ou ficar cima muro pra variar,Negative
catastrofe fim petrobras vitoria populismo a cia nao aguenta outra gestao modelo dilma roussef petrobras perde resto credibilidade mercafo interno mundial que bom q vendi la  qdo dilma eleita,Neutral
petrobas e nacao brasileira nao acionistas,Neutral
sai corrida deixa assumir seja nobre,Negative
privatizar aqui vira  conglomerados telefonia servicos piores  precos iguais,Neutral
o santo vc vai colocar lugar parente paulo preto marcola volta pra pinda santo,Neutral
diz ai este comentario e bem cima muro tipo coisa nenhuma fala ai,Neutral
porque privatizar jeito gasolina vai  pais funciona via gasolina quebra,Neutral
tem e privatizar elefante branco alckmin estado,Neutral
vagabundo ladrao tua hora vai chegar,Neutral
pq aproveita pra falar privatizar,Neutral
como povo memoria curta olha estado sao paulo chega psdb pt mdb,Negative
ahvelho populismo oportunista sempre aparece nessas horas,Neutral
geraldao quanto tempo s assessor ai diz ai pra acha privatizacao petrobras,Neutral
qual politica recomenda cara palida oque pensa presidenciavel sobre politica praticada pedro parente,Neutral
twitterbarackobamast atus,Neutral
marco senador fala si partido ja sinalizamos discordancia lembramos e executivo petrobras faz parte conselho empresa qualquer demonstracao apoio ataque mero oportunismo eleitoreiro,Neutral
tem e privatizar chuchu,Negative
a petrobras ja adotando modelo gestao petroleiras privadas estrangeirasolhe deu apenas cinco minutos caiu  bolsa new york entreguistas colonizados gostam dizeribovespa pararam negocialavai pagar preju,Negative
estamos livrando todas tranqueiras existentes e ainda vamos aposentar alguns,Neutral
mais opiniao feita gerador lerolero nao disse nada alem obvio se ficado falar nada daria frase ficou bonita,Negative
nao vai defender cara governador,Negative
a petrobras ser privatizada futuro venham roubala novamente o brasil jeito sim patriota preparo tecnico presidencia o resto e conversa mole boi dormir,Negative
o dando costas migo ilegitimo temer apoiou golpe levou pardidozinho golpista protegelodas delacoes etc agora culpa pt sai dessa nuncaaaaa chegara presidencia republica twittervaloreconomic status,Neutral
cala boca esquerdinha,Neutral
presidenciaveis parente geraldo alckmin twittergeraldoalckmin status,Negative
isso e dificil interferiu empresa pensou consumidores pensou q precos q segurando iria levar empresa situacao pessima fatalmente q aumentar recuperar prejuizo fez mesma coisa cenergia eletrica,Neutral
deus livre pt,Neutral
e  vc prometeu reduzir valor pedagios nada fez imigrantes ancheita r  acha eleito,Neutral
por voto igual temer pior,Negative
penalizando pobres cortes sus educao e segurana qual sacrificio  poderes principalmente politicos judiciario cheios privilegios,Neutral
como reverter membros partido vide detonaram pedro parente geraldo alckmin nenhum momento dirigiu apoio pedro o partido acabou bando covardes twitterrenovapsdbsta tus,Neutral
 precandidatos presidencia confirmados congresso prefeitos no dia  junho flavio rocha vao expor propostas gestores municipais congressofecamorgbr ,Neutral
em primeiro momento crises parece ruim mais e onde podemos reinventar e criar anticorpos cura no final acredite tudo vai dar certo,Neutral
tenho uma poltica de preo tima para o povo zero de impostos ainno tem como vai quebrar o governo e os estados outra soluoreduzam todos os gastos com polticos a zero e fica tudo certo o pas tem mais de  mil vereadores a vos perguntopra que serve um vereador,Neutral
humildade simplicidade sim e alckmin,Neutral
nessa bagunca toda ganhou usa diesel politicos carros diesel principalmente,Neutral
quem define preco e mercado se existir interferencia existirao novos desequilibrios a historia brasil mostrou caos criado governo define precos,Neutral
sabe provado historia recente petrobras que independente governo eleito eleito legitimo esquerda direita precisa ser privaitzada o alckmin psdb deveriam ter culhoes propor fazem,Neutral
e sim ponho mao fogo pois assim acredito nenhum outro politico ele unico respondeu gustavollei porque e unico etico moral,Negative
sempre soube canhoto resiste controle estatal vira logo candidato pt,Negative
que pena sair parente voces poderia sair toda cambada bandidos dirigindo pais deixa envergonhados perante mundo infelizmente culpados brasileiro vem acordando muitos cairao nessa eleicao,Neutral
preferencia cnovo tucano presidencia empresa ne geraldinho,Neutral
a petrobras ser desmontada lentamente mudar p energia limpa q gostem curtir passado bolorentomuseuscompreendo e saudosismo petroleo petroleo e atraso total altamente poluente tudo cancerigeno e caro carissimo torna tudo caro lembra vikwvqeyj,Neutral
sim adriana nos sinalizamos desacordo senador nesse ponto veja abaixo twitterrenovapsdbsta tuss,Negative
eu acho candidato preparado,Neutral
aquilo precisa ser vendido quando vai posicionar,Neutral
parem vender combustivel preco banana paises vizinhos vendam valor justo populacao,Negative
para tuitar vai perder votos,Negative
falou bonito certeza e candidato adequado assumir cargo,Negative
eles aceitam candidatos vieram outros partidos novas pessoas tem vontade fazer pais melhor,Neutral
falso toda agenda michel temer e psdb seu partido votou peso tanto camara senado contra dilma a culpa dessa merda toda de vocs,Neutral
hmmsentindo cheiro bots atacar outras pessoas,Positive
hegemonismo pt pode levar esquerda ter votar geraldo alckmin segundo turno,Positive
a proposito geraldo pedgio presdio alckmin partideco provinciano marginal rio tiete e pior viu,Positive
twitterisauradesouza status,Positive
fique longe santo nos conhecemos politica merda o psdb vai dar graca pra estrangeiros,Positive
a melhor maneira proteger consumidor cidadaos contribuintes e privatizar tudo nobre presidente faca,Positive
ah manovai dormir vai,Positive
irresponsabilidade tucaninho marginal rio tiete,Positive
o problema e politicos pensam pequeno nao planejamento fazem diferenca nao investem educacao os pesquisadores indo embora falta recursos,Positive
quqe,Positive
precisamos e gente pense diferente investir combustiveis fosseis menos poluentes insistem salvar moribunda ativo principal e propina acabararm etanol biodisel veiculos eletricos fala e atrasados mundo,Positive
escolhida trilha sonora candidatura geraldo alckmin youtubewatchvkvmh xalwfeatureshare,Positive
uma pessoa q nasce sertao nordestino casa barro meio nada mesmas condicoes q varias outras pessoas nao egoista dinheiro q sustenta tds politicos assessores p tratar todos pobres pais,Neutral
e apoiadores geraldo alckmin alckimistas,Negative
estudei escola publica formei univ particular empresa acho absurdo tanto impostos pago nao preciso governo p nada pg escola p filho pg plano saude pg seguro carros acho q governo deva ajudar q precise,Positive
acho melhor esquerda marxista jair conscientizando mobilizando pra votar logo primeiro turno voto til pra correr risco ajudar bolso ganhar  o digo centro esquerda direita,Positive
valeu amiguinho,Positive
eu votarei,Positive
socorro,Negative
cala boca bandido cade moro pega,Positive
no desgoverno geraldoalckmin rodoanel sobrepreco r  mi aponta tcu brasilptsp  forapsdb modotucano psdbnuncamais foraalckmin esquerdistasseguemesquerdistas,Positive
e rouboanel a merenda escolar vai explicar,Positive
sade em primeiro lugar alckmin,Positive
falou disse populismo e pratica repudiante,Positive
quem no deve no teme isso a meu candidato,Negative
o povo quer corte despesas todos cansados plenario custa milhoes todos meses falar salarios beneficios milhonarios deputados senadores,Positive
geraldopresidente,Positive
quanto estacao aacdservidor prometida para  de junho esqueci geraldo alckmin direcao metro palavra carater,Positive
consistente,Positive
eles tentam inventar fake news denegrir imagem alckmin,Positive
falou disse,Positive
o brasil favor,Positive
excelente posicionamento presidente,Positive
parabns geraldo,Positive
eu quero corte despesas,Positive
e todo apoio geraldo,Positive
falou disse presidente,Positive
alckmin,Positive
parabens,Positive
como governo corta despesas mesmos criam vai enxugar gelo brasil cair decadencia politicos quebrarem brasil ai quero ver pais pegar fogo falta verba,Positive
linda foto,Positive
forcageraldo,Positive
liberdade define geraldo,Positive
