"","text","comment_id","sentiment"
"450","interessante e saber q primeiro vacilo mesmos defendem primeiros fila pra chutarrabo euvotobolsonaro",1101,1
"451","bolsomito destri comunistas da pan eleicoes  jovem pan sabatina jair bolsonaro youtubetqjdjxuoa via",1104,0
"452","que estranho alguem mentindo seria tcu vbo",1111,0
"453","combateu guerrilhas comunistas nunca explicou povo oque tais guerrilheiros queriam tratou povo bobo incapaz poderia levado tais guerrilheiros jure popular feito tudo escondidas manter aparente atmosfera normalidade",1113,-2
"454","o restante ficara ver navios comigo mesmo assim sabendo senhor possa nao conhecer sobre gestao entendo senhor outros aspectos podera exercer mandato excelente tambem nao sujeitando ser conromper corja criminosos",1116,1
"455","tinha grande vies socialista pois implantou centenas estatais terreno fertil corrupcao acabou carreira carlos lacerta politico genuinamente direita enquanto entrou educacao mao esquerda",1117,1
"456","estou esperando dizer e fascista pq bate perfil trump bolsonaro ai esperando explicar faz pra enquadrar fascismo",1120,-1
"457","logico forcas armadas sentem lisonjeadas credibilidade faixas demonstram tem plena consciencia e caminho o caminho eleicoes vao acontecer augustoheleno general reserva apoiador jairbolsonaro",1121,-1
"458","maria mdb e maior partido brasil e claro atacado outros partidos midia desde sempre tenta influenciar eleicoes poderia explicar conceito partido fisiologico",1122,-2
"459","desta forma poderemos ter evolucao nao regressao nosso brasil tudo nao precisamos submeter corja criminosos governantes so irei votar pessoa presidente que senhor jair messias bolsonaro",1126,-1
"460","trump nesse ritmo passa todos presidente eua ainda chamarao fascista rs",1128,-1
"461","bolsomito humilha comunistas da pan eleicoes  jovem pan sabatina jair bolsonaro youtubetqjdjxuoa via",1129,0
"462","pm mexe rapaz qualquer coisa o psol cia estaria gritando quatro cantos brasil tal corrupcao nao duvido havido so algo institucionalizado estado psdbpt agora vou ensinar falar mau ditadura",1131,-1
"463","pois poderemos nao estar aqui podermos ver mas desejo todos novos seres humanos brasil uma futura realisacao patria ah senhor desinfeta toda classe podre forcas armadas",1132,-1
"464","cria programa nenhum nao defende exclusao programa nenhum sobre existem defende manutencao forma melhor auditoria somente precisa etc com mandatos mao sempre serio pode",1135,1
"465","quanto professores quero mude completamente ideologia ensino volta materias nao socialismo e povo culto ponto nao engregar escravidao faz comunismo",1139,1
"466","me diga e fascista",1143,-1
"467","por falar dinheiro acha devolver recebeu  anos fazer nada util deputado ou menos podia liberar imovel perto praia pra galera usar ressarcimento",1149,3
"468","adianta amigo o pior cego e quer ver ja deixei pra la",1152,0
"469","nos nao governantes descente temos sim comunistas passando bom mocos mas vitoria espero muita mudanca principalmente area seguranca como senhor faz lembrar decada  tinhamos tudo principalmente seguranca",1153,1
"470","as organizacoes fala tanto combater fakenews entanto e propria fakenews pseudos jornalistas empresa espalhando noticias falsas e mau carater faz jornalismo lixo ideologico nenhum compromisso verdade",1154,-1
"471","nao e papel elegera honestidade parasita",1156,-1
"472","dessa vez esquerda deu mal vai acontecer aconteceu esses vagabundos colocaram dilma terrorista tentou instalar ditadura cuba brasil defensora democraciaa esquerda ta lascada mentiu falou roubou em  segundos ta net",1158,-1
"473","cara quer iludir fica vontade nao pretensao mudar opiniao ninguem cada e responsavel si opcao querer ser manipulada",1164,1
"474","jair bolsonaro e cara serio tempo hahahahahahaha twitterdcmonlinesta tus",1165,0
"475","vc pd ter toda razao prs votar bolsonaroagora nao queira comparar bolsonaro ciro gomesai vc ta falando muita merda",1169,-1
"476","quanto cretino momento ataque pessoa simplesmente tentei ficar campo ideias maaaas essa atitude comprova quao imbecil manipulavel vc e um remendo filho puta desinformante that is all folks",1175,-3
"477","n analista publiquei comentario falando justamente semana passada bvio vai",1176,0
"478","eu vou votar candidatos militares senador major olimpio",1177,-1
"479","preocupado perder votos eleitores menor renda precandidato presidencia jair bolsonaro psl prepara carta principios via",1178,-1
"480","vc pessoa bem quer brasil tem ser desgracado pra ver depoimento desse ainda assim defender cancer chamado jair bolsonaro facebookvitorntvposts ",1180,-1
"481","so faltou culhao pra citar nomes assim sendo vou logo dizendo jair bolsonaro eleito presidente brasil outubro ele pode ser salvador patria mas e catastrofe tampouco desastre essas duas coisas ja vivenciamos ultimos anos",1182,-1
"482","so quero saiba existiram ditaduras la direita e ambas ruins dizer brasil ouve ditadura porque direita tao sangrenta quanto outras e legal",1189,1
"483","nao querido o bolsonaro recebe deram direito parlamentar isso nao e ilegal e dai olegal e ser corrupto eke nao me chama corrupto porra ass ",1190,-2
"484","tens razao renato o cara vai buscar informacao idiota util",1192,0
"485","seria excelente regime parlamentarista bolsonaro presidente paulo guedes primeiro ministro no regime presidencialista coalisao esquece seja presidente estara fadado ser sempre",1193,1
"486","ate igrejinha esquina corrupcao isenta culpa qualquer outra pessoa agora diga provas documentais corruptos ditadura entrega pessoas responsavel agora fica campo achismo acusacao vazia",1195,1
"487","bolsomito da show na rdio eleicoes  jovem pan sabatina jair bolsonaro youtubetqjdjxuoa via",1203,0
"488","eleicoes  jovem pan sabatina jair bolsonaro youtubetqjdjxuoa via",1205,0
"489","n n disse q n incomoda mim acho q tentar difamar outros n e melhor forma conseguir eleitores mas incomoda tbm q vezes midia mostra lado q convem eu acho q poderia talvez posicionar sobre q faria lugar",1206,0
"490","manobra radical pro titulo hein tudo poder deram ordem escreve ai pq gente e obrigado camufla melhor jeito possive e rua",1208,0
"491","pois e fake people brasileiro e excepcional vamos lembrar eike batista mega empresarios super competentes construtoras no meio trigo joio",1209,1
"492","ue so entra ariano",1212,0
"493","eu n falei e dm n precisa ofender q n fiz cntg a ditadura fez realmente obras infraestrutura q bastante superfaturadas e talvez n prioridade o q pessoas n lembram e q ditadura corrupcao tbm",1213,-1
"494","qto cara e facil resolver significa trata mesma pessoa tras perfil seu senso analise e bem superficial explica muita coisa",1214,2
"495","se existe cara pode melhorar e bolsonaro dilma terrorista passou democrata opiniao quase trinta anos pode mudar twitterbottsstat us",1215,-1
"496","engano colega sao totalmente esclarecidos varias faces esquerda especial internacional",1221,2
"497","greve caminhoneiros vai piorar empregoinflacao pibdizem analistas economiauolbrnoticiasredac grevecaminhoneirosimpactacrescimentoeconomicoempregoinflacaohtm srs e o br s tem uma sadadiminuio do estadop consequente diminuio da carga tributria",1223,1
"498","mais prova poder desmascarar curruptos",1226,1
"499","as ideias deles eu conheo epor isso q no comeo eu tava com ele ate se filiar aio mdb ento uma pena q agora esteja mal acompanhado de um partido fisiologico tenha uma excelente semana",1228,0
"500","nao devia confiar tecnicos",1229,-1
"501","canalhas darem presentes imposto acham dinheiro pertence amigos",1233,-1
"502","capitao vc busca jeito monitorar  km fronteira facil uso drones vants forca area forma conseguir claro visao calor faz necessario ja maior parte mata fechada",1235,1
"503","e pra pm falida rj nao cretino",1236,-1
"504","e pessoal critica questiona que projetos aprovados seria bom perguntar pessoas representantes fazendo que ajudaram aprovar projetos nunca vi alguma objecao sobre algum pl",1238,1
"505","a frase hoje acordei pe esquerdo demonstra esquerda coisa ruim",1240,-1
"506","obrigado poupar maria claro lerei perfil gosto discutir ideias pessoas por convidoconhecer propostas ministro meirelles digo propostas por sei curriculo competencia homem conhece chamaomeirelles",1241,-1
"507","congresso comunista e demerito esta satisfeito resultados projetos aprovados ultimos  anos",1242,0
"508","tenho nojo vagabundos voce na falta argumentos busca ofender irritar poder dizer outro e grosso lixos voce gente olha duas vezes apenas passa cima porque e bosta",1244,-2
"509","encarar ciro bosta quem e merda mais comunista defensor ditadores este suicidando propria lingua",1250,1
"510","absurdo jair bolsonaro estamos aqui belo horizonte mg abraco",1251,0
"511","e a tchurma que vem no pacote ou vc acha q vo dar legenda sem pedir nada em troca voc pueril no conhece politica leia meu perfil por favor me poupe ok que eu poupo voc tenha um excelente domingo",1253,0
"512","essa segunda etapa discussao ser debatida nivel democratico algo definitivamente encontramos dias hoje",1255,1
"513","ficou chateado fica querido comeum capinzinho cagado luladrao passa viu",1256,0
"514","calma ai amigo primeiramente n precisa levar pro pessoal segundamente tira foto perfil desenho q perde pouco credibilidade e n q preocupar ditadura cubana pq n cuba e fim verdade incomoda",1257,2
"515","vcs estudam acham estrategia comunista adotada continuam mesmas utilizadas urss tstststs tem excelentes livros quais vc pode aprender obviamente interesse pq gente prefere viver enganado",1259,-1
"516","e desde falar verdade sobre bandido e difamar ficou triste amiguinho fics vai la campo comer capinzinho cagado lula passa rapidinho se passar pode ainda comer pao mortadela fumar pouco bosta luladrao",1261,-3
"517","entendeu burro ",1262,-1
"518","disse entende economia real e fhc outra mentira contaram",1266,1
"519","mimiim dita dura m mimi dita dura cara faz decadas esqueci provavelmente nascido ve cresce tal preocupar ditadura cubana  anos ai firme forte matando opositores hipocritazinho",1268,2
"520","vou ficar doente neste dia se s sobrar mdb",1271,-1
"521","burro estou falando emendas parlamentares pode ser destinadas deputados federais estados municipios blz administrador merda nenhuma pressreaderbrazildia ",1273,-1
"522","vc pode ver passado tem bola cristal simplesmente acredita existem pessoas comportamentos diferentes se pode ver passado talvez possa ver futuro ler mentes o pensando agora",1274,-2
"523","a joice magno conservadores sim menos disseram mas devemos velos inimigos pessoas honestas querem melhor pro pais o foco agora e derrotar cretinos esquerdistas destruiram nacao depois vemos resto",1275,0
"524","moro df vou votar presidente deputadosenador vou votar apoia projetos bolsonaro caso nenhum indicado deputadosenador vou votar novo",1279,-3
"525","meu amigo tal ditadura construi praticamente toda infraestrutura usa atualmente deve ser grande mane ditadura nunca pegou dinheiro brasileiro deu ditadores",1282,1
"526","veremos senhor realmente fara diferente caso chegue la estaremos de olho honestidade e obrigacao diz resto e dever nacao fazer diferente veremos",1285,0
"527","nao e questao resolver merda ta feita todos direito saber fez merda jornalistas fazem questao darem noticia forma errada incomoda mim incomoda",1290,0
"528","serra e comunista votou contra real contra lrf contra teto gastos bozo",1291,1
"529","o foco agora e derrotar esquerda",1292,-1
"530","se brasil ganhar copa da bem e jair bolsonaro isso lembra cena filme plano real gustavo franco comemora gol selecao simplesmente devido fato influenciaria comportamento consumidor perante real",1293,3
"531","nao voto ninguem desde  anos tomei odio pt q votar aecio contrapor dilma e agradeco urnas fraudadas contrario psdb ainda considerado lobo amigo",1297,-1
"532","mostre vc porque governo precisou fazer cortes aonde fez social alias cortar ali e facil ninguem aparece reclamar ainda aparecem uns dizer viu ta vendo ne formiga",1298,2
"533","lamentavel comentario irrelevante extremo bolsonaro presidente primeiro turno twittergutbyrastatus ",1299,-2
"534","mas momento e melhor unirmos pderrotar inimigo comum todos",1300,2
"535","meirelles andou toda comunada desde  vc deveria pesquisar sobre candidatos e alvo facil massa manobra",1302,1
"536","sou bolsonaro desde criancinha mas resultado real verdadeiro urnas vao eleger melhor sistema corrupto sujo quiser",1304,0
"537","por outras deixei seguir diversos canais noticias grande parte favorecem criminosos vou dizer poucos ainda sobraram aqui perfil salvam pois ainda alguns saber fala lado obscuro pais",1305,-1
"538","serra e comunistalutou dilma implantar ditadura comunista brasil durante decadas  sempre anulei votoso voto deputado qdo acesso passado aliancas contrario voto ninguem vc pode dizer votou",1306,-1
"539","fizeram bom trabalho irmao caminhoneiro segundo obrigado patriotas abnegados caminhoneiros fazerem gasolina aumentar r ",1307,0
"540","manuela jean willys boulos companhia jesus entao podem escolher ir escolher ir gay e preconceito ata",1311,0
"541","se ganhar eleicoes projeto interessante reaproveitar fuzis arma menor calibre boas condicoes policias exercito",1314,1
"542","falo sempre eventual golpe militar primeiro tomar chute rabo seguidores asno acham lugar destaque almoxarifado theinterceptbol sonarogrevecaminhoneirosarregou",1315,-1
"543","e mito nao acompanhado jn nada passa la sei citam materia prejudicial",1316,-1
"544","cuidado maioria flertam alinhando bolsonaro conservadores sao liberais esquerdistas fabianos joyce magno malta janaina exemplo conservadores puro sangue",1318,3
"545","parabens elis fechou latrina ignorante",1319,-1
"546","e civilizado bb estupro pq vc merece",1320,1
"547","rozana cite pais bom viver sob regime militar por favor convenca",1321,1
"548","eduardo bolsonaro voce ja pensou ser senador de sao paulo estado dominado crime organizado hipocritas corruptos",1322,1
"549","eu empregaria mulher salario homem mas muita mulher e competente youtubeonkcauhqpy",1323,1
"550","se acontecido anos  falou brasil estaria livre comunismo pena aconteceu",1324,0
"551","tem baixar sarrafo deram muita abertura pra bandidos ta hr fechar porta dentro ter conversinha pe ouvido rsrsrsrsrsrs",1325,0
"552","o cara divide brasil fossemos grande time futebol genio cara bolsonaro",1326,2
"553","brasil uns bichos desse tipo vem rede pra agredir caluniar certos tipos servem pra poluir planeta adubo serve lixo podre",1327,-2
"554","qdo questionar declaracoes passado pergunte n fazem comunistas brasil terroristas ainda querem comunismo",1330,-1
"555","azar institutos pesquisa frente todas pesquisas para sorte especialistas gosto duvidoso tentando explicar voces podem calar internet bolsonaro",1331,-2
"556","fhc fez bem trabalho doutrinacao escolas faculdades agora povo e idiota so intervencao popular resolveriamos tdo politicos pensam mordomias nao ajudam acordar povo triste",1332,-2
"557","mas defende ditadura e bolsonaro ustra sim torturador",1333,-1
"558","jair bolsonaro marina silva ciro gomes geraldo alckmin alegam usar recursos partidos dizer quanto receberam doacoes convites privados atividades precandidatos oantagonistap",1334,1
"559","os governos eleitos povo sucederam regime militar collor fhc adotaram politica neo liberalista enfase privatizacoes apoiando estado enxuto ja lula meirelles banco central durante todo mandato",1335,0
"560","vai sair nova delacao premiada citado nela corruptodeixo votar nelee bolsonaropresidente",1336,-1
"561","caminhoneiros entenderam perfeitamente faca parte historia empuxo popular gravidade youtubewatchvsyois kdple",1337,0
"562","tem matar  mil comecar fhc morrer inocente tudo bem jair bolsonaro  prog camara viva no minuto z precisamos saber reformou posicao youtubemkbjuabrey",1342,1
"563","aqui igual talvez pior cegueira",1343,-1
"564","nao e corrupto",1344,-1
"565","n q quis dizer querido n entendi pq ta atacando gostaria q trouxesse alguma tentativa solucao problemas pq apontar dedo n adianta nd",1349,1
"566","quero ver vc explicar segundo bolsonaro e estranho representante historico direita trabalhar favor esquerdista as coisas mudaram hoje comunista toma uisque mora bem vai piscina  twitterjairbolsonarostatus",1354,0
"567","putz impossivel ter conversa seria acredita lula preso provas defende sistema genocida acredita ustra torturador vem papo vagabundo bolsonaro e mimimimi",1360,-4
"568","nao ganha menos lei proibe q mesma funcao desempenhada homem mulher etcsalario inferior entao mulher vai ganhar menos q homemgay negro",1361,0
"569","retweeted desesquerdizadora tendenciosa quando erra informacao  pra e falso quando erra informacao  e exagerado",1362,-2
"570","deputados senadores governadores juizes delegados promotores recebem aux moradia tendo casa brasiliarecebem aux termo sendo brasil milhares pessoas passando frio larga hipocrisia vei",1366,-1
"571","eu ano paulo guedes palestrou incrivel",1367,1
"572","tamo junto rose bom domingo",1370,1
"573","bandos vagabundos sustentaveis governo corrupto pt e brasil terra ninguem sei lei",1372,-1
"574","e ultraje brasileiros patria vcs parte jogo comunistas duvido q filhos vcs vao viver aqui",1374,-1
"575","vc distorcendo q falei eu disse q q falou mas idiota vc pensa verdade q mulher ganha menos alguns casos setores trabalho justamente pq engravida q ficar  meses trabalho falei q concordava",1375,-1
"576","vai processar idoso fakenews",1381,0
"577","covarde vagabundo n",1385,-2
"578","juju fazer doce vai votar bolsonaro",1387,0
"579","o democrata jair bolsonaro cercados extremos aparentemente saida pobre brasil",1394,-1
"580","esta tudo censurado nessa m",1395,-1
"581","eles pq jornalista super respeitado consegue audio original radio zero hora ai falam frase apenas mentirosacontexto pergunta e resposta bolsonaro",1401,1
"582","falar vai votar jair bolsonaro deve dar vergonha twitterfolhastatus ",1404,-1
"583","neste momento bolsonaro lidera ranking pesquisas intencoes votos presidente  dai choro vermelhos jair bolsonaro responde mulher deve ganhar menos youtubezbcanquadi",1407,0
"584","ou e meirelles agora crise pior ainda",1409,-1
"585","boa tarde presidente gostaria saber sobre voto impresso vai ficar urna eletronica porque ai chances ficaremos novo refens desse governo vagabundo chega",1412,-1
"586","mesmo tendo coligacoes politicas senhor pretende fazer corruptos podem ter partido filiou porque penso partido vai querer aparecer costas emplacando indiretamente filiados",1413,-2
"587","vdd vota marina silva e seguro",1414,1
"588","com unica diferenca pagar porte arma pra ter imposto pro gado pagar eliminar custopresidio",1415,-2
"589","ele tenta aglutinar maior numero votos n projeto p brasil tbm n e capaz pensar politico entao ele e piada ambulante",1416,1
"590","n havera fraude urnas vao ser fiscalizadas exercito",1419,-1
"591","bom dia presidirio lula curitiba tempo encoberto  graus",1420,0
"592","manuela dvila passa vergonha vivo defender lula youtubewatchviawwn pszva",1421,1
"593","deixando seguir pq joga limpo sempre assumiu tudo fez falou votoutudo q faz erradodesculpa voto e bolsonaro",1424,1
"594","meirelles nico candidato liberal que sobrou pra votar",1426,-1
"595","jair bolsonaro e fantoche interesses espurios poder economico",1428,0
"596","pq ta querendo difamar pessoa q ta presa n vai competir contigo presidencia",1431,-1
"597","agora vao atacar bolsonaro maximo prol amoedo rocha",1433,-1
"598","cachorro bolsonaro tornar presidente melhor qualquer petista filha puta pois certeza daria recursos republiquetas latino americanas",1435,1
"599","sem clubismo acredito  queremos melhor brasil pra mesmos queremos dignidade trabalhar ter dinheiro bolso do resto gente corre atras",1436,1
"600","tudo sob direcao psicologa psicopata ex presidende falso sindicato operadora mensalao vice presidente pt dirigente cut agora secretaria executiva foro sp monica valente hitler fixinha perto",1437,-1
"601","ser maria ser filiado mdb quer dizer necessariamente precisa adotar mesma agenda governo atual isso faz sentido por exemplo diretor inss pego corrupcao recentemente e psc partido",1439,-1
"602","melhor emprestar bilhoes ditaduras cubavenezuela bolivia",1440,1
"603","sim contigo presidente zero esquerda primeiro ministro bencao putin china tudo igual",1444,0
"604","enquanto deus deus mal prosperara simplesmente porque deus acima todos essa verdade e absoluta incontestavel queiram sabios dessa terra por descanso alma aflijo aparente desordem sei deus cuidando todos",1447,1
"605","vai ser n  comando republica unico conselheiro direto sobre qualquer assunto n  olavo carvalho paulo guedes valem  ministerios",1449,0
"606","plano perfeito destruir pais",1450,1
"607","cara deixou ser nacionalista pra ser liberal decepcao totaltraiu proprias origens pra agradar tal mercado",1455,0
"608","numeros confiaveis palavras mostreonde cortes deveriam ser feito estou aguardo",1456,1
"609","falaclaramente melhor caminho no momento para o vai ganhar szinho pela sinceridade",1457,1
"610","vai ganhar vai ser presidento",1459,0
"611","os amigos democrata esquerda brasileira todos governos ditatoriais o sonho luladro ser fidel castro brasil",1462,0
"612","voce conhece bom candidato fazer campanha apresentando propostas deve fazer pais mostrando imagem suja governo anterior",1463,1
"613","sua familia explica plano perpetuacao poder familia bolsolixo daqui pouco coloca cachorro politica pra mamar hipocrita",1464,-1
"614","faz bom tempo vejo ex presidentes sendo mortos",1467,1
"615","e manobras pegando dinheiro pra fazer campanha o sujo falando mal lavado",1475,0
"616","como falam alguns entrevistados muita tec aqui precisa levar pequeno familiavao poder contar contigo tirar embrulhos transporte faz necessario aquele abraco tmj",1476,0
"617","e segue odio doentio familia bolsonaro o inferno e ultima parada",1477,-1
"618","com dinheiro poderiamos ter transformado rocinha alemao paraisopolis bairros maiores favelas brasil governaram pobres",1481,0
"619","bom dia pra e bolsonaro aos haters tenham lindo dia tbm vcs precisam",1487,2
"620","bolsonaro e idiota preferilo e facil",1488,0
"621","bom dia presidente bolsonaro que deus abencoe ilumine todas decisoes",1489,1
"622","socialismocomunismo e maior desgraca criada humanos",1492,-1
"623","atencao cultura contexto estado laico e saber ler escrever ter conhecimento sociologia filosofia e matematica por exemplo vc cultura significa vc e culto bom vc e culto ficou bem claro",1498,3
"624","leia outros livros desinformacao mente esquerdista brasil e pais tao atrasado",1503,-1
"625","bolsonaro niobio sendo comercializado preco banana qual opiniao sobre comercializacao aludido minerio",1506,-1
"626","sobre ser bom liberdade mercado melhor pessoa pra dizer e senhor aqui pois plano economico sendo elaborado obrigado resposta contamos voto la segundo turno caso talquei zeakx",1509,1
"627","nao entro merito convenhamos distorcer fala ainda verbo deve e militancia uma frase contexto da falar imagina frase distorcida",1516,1
"628","estado laico e cabeca e conceito estado laico e aberto interpretacoes vc pode pode dizer entao q no quer estado laico e ai vou chamar intolerante extremista pssimo cristao",1517,-2
"629","calmacristovamlula candidato e talvez segundo turnocrecimento fraudeprobabilidade bolsonaro ganhar primeiro turno e altissima desespero demais petistas camuflados outros partidos vermelhos twittersencristovamstatus",1518,0
"630","fechado bolsonaropresidente bolsonaro",1523,-1
"631","em carta precandidato defende bolsa familia nesses dois tweets fascista chama bolsa familia bolsa farelo diz familias pobres direito programa social ruminantes trata seres humanos animais rihmgy",1526,-1
"632","a tecnologia e usada protecao amazoniaflorestas enfim mal empregada caso eleito use radicalismo acabar disse min meio ambiente tem ser saneado e administrado especialistas ok twitterjairbolsonarostatus",1527,0
"633","prove mudo opiniao  aqui",1529,0
"634","adianta boicotar melhor jair acostumando",1530,1
"635","vai manter guedes primeira pesquisa queda popularidade manifestacao igual dilmanta manteve levy muito fragil votar bozo guedes",1550,-2
"636","exemplo pedro parente petrobras o cara parece ser competente politica precos combustiveis afetou toda cadeia distribuicao impostos todos entes federados",1553,1
"637","deprimente",1554,-1
"638","por parei clamar diariamente intervencao tenente os tempos mudaram nao significa nao existe patriotismo existe sim e acredito otimo presidente jair bolsonaro eleito",1556,1
"639","ter autonomia vida e coisa cargo politico e totalmente diferente nem vida e total sempre dependemos alguem algo",1560,0
"640","nao universidades video recente descendo lenha embrapa dizendo q da retorno q deveria pesquisas e gasto desnecessario",1561,-1
"641","e preferem assaltantes psdb pt pmdb pp etc dele falar envolvido cachorrada lava jato destruido agora ficam procurando chifre cabeca cavalo",1562,-1
"642","uma coisa e vc compartilhar experiencias dividilas ter autonomia implementalas outra coisa e vc interferir trabalho alheio pq concorda determinados pontos prejudicando processo",1564,0
"643","cholaaaa bastante porque pxxx e grande bolsonato nao conivente criminosos apoio corrupto brasil  x  luladro umprs",1565,-2
"644","ninguem e autosuficiente",1568,1
"645","o paulo e bom assim aconteceu parente devera resistir tempo",1570,1
"646","adorei nova definicao dada embuste jornalista chamou jair bolsonaro ioio opinativo comportamento oportunista greve caminhoneiros twittermvitorodrigues statuss tcogedzuc",1571,-1
"647","ok tecnico decidiu confiar bolsonaro logo militancia contra e meio contraditoria contrario deveria desconfiar paulo guedes",1573,-1
"648","entre ciro gomes bolsonaro tipo sair espeto cair brasa nesse caso votaria bolsonaro a questao e todos presidenciaveis longe e melhor opcao principalmente tratando liberdade mercado",1576,2
"649","olha medo perder mamata twitteruolnoticiasst atus",1581,-1
"650","vou ver calma",1585,1
"651","entao e intervencionistaso da pra confiar deus contudo pessoas costumam sinalizar verdadeiras intencoes vc acabou elogiar paulo guedes esconde recebeu convites govs anteriores aceitou logovale questionar pq aceitou bolsonaro",1587,0
"652","quem votar bolsonaro presidente estara depositando boto corrupto pensem nisso",1589,-3
"653","ta bom mas segundo turno vai votar",1590,0
"654","por aqui tudo normal",1591,0
"655","uma chapa bolsonaro presidente paulo guedes primeiro ministro interessante mas historia votacao muitos anos bolsonaro camara e antiliberal pro controles estatais variados o cacoete bolsonaro e similar dilma estado forte estado manda",1597,1
"656","como disse fala  milhoes nascimento suprimindo dado dando informacao generalizada q qlqr pessoa faz qnd tempo e curto explicando visao panoramica amplo projeto",1602,0
"657","homem ser superior mulher e historia negro ser escravo e historia devemos perseguir mulheres negros ah espera acontece tenha opiniao nao verdade absoluta",1603,0
"658","maluco total loucura real",1608,0
"659","eu apoio milagre ninguem faz faz sim unica milhoes diferenca pais unico faz unica diferenca pelo menos tentando  milhoes podem fazer igual facamos diferenca neste brasil cada abracos twitterpachecaomgsta tus",1612,0
"660","segundo especialista politica brasileira vagabunda radio cbn porno candidato mico gomes todos eleitores mortos fome mao pode ter problemas vencer tal mico gomes lixo ceara",1613,-1
"661","mas inqueritos mil colhendo provas e dilma logo indiciada inumeros inqieritos ja concluidos ligo fara companhia lula amado idolatrado vitaminado presidento temer",1614,3
"662","segundo bolsonaro e estranho representante historico direita trabalhar favor esquerdista as coisas mudaram hoje comunista toma uisque mora bem vai piscina  mais oportunista q impossivel",1618,-2
"663","segundo bolsonaro e estranho representante historico direita trabalhar favor esquerdista as coisas mudaram hoje comunista toma uisque mora bem vai piscina  mais oportunista q impossivel",1619,-2
"664","mas bolso falou entende economia entao sabio vai deixar especialista area fazer trabalho assim espero",1628,1
"665","mas bolso falou entende economia entao sabio vai deixar especialista area fazer trabalho assim espero",1629,1
"666","debil mental quantidade gente perturbada impressiona vezes questiono conseguimos viver sociedade",1630,-1
"667","digite  acha jair bolsonaro atraente kkkkkjjkkjjkjjjjjk",1633,1
"668"," serio vc vai defender vies maquina publica enxuta suficiente  serio vc vai estabelecer limite partir passa ser possivel reduzir impostos  serio vc acredita medidas tomadas unica alternativa",1636,0
"669","prefere jogar doarpra pessoas morrendo fome mesquinho",1638,-1
"670","o fato ter nd aprovado quer dizer fez centenas projetos significa faz parte dessa corja mala afinal pq projeto imputacao menor idade parado anos",1639,0
"671","assista entrevista paulo canal joice hasselman youtube tenho muita esperanca pessoa guedes ministro fazenda pode comecar transformar brasil direcao economia aberta ambiente livre competicao im crossing my fingers",1640,0
"672","jair percebo o lula si esquerda muita forca nordeste norte aconselho senhor ir la bastante bom pois nordeste engano possui  maior colegio eleitoral pais vamosmudaressebrasil deus acima tudo",1643,1
"673","quem medo jair bolsonaro  tortura pauarara nao e necessaria delacao premiada e eficiente  liberdade expressao qualquer eleito meios legais enquadra midia cai  meses  ficha suja exercito mete medo",1651,1
"674","ok mostrenumeros quais cortes deveriam ser feitos tapar deficit superior r bilhoes permitiriam reducao impostos estou aguardo",1657,2
"675","vcs esquerda morrem medo fixacao melhor mudar opiniao medida q curso fatos mudam q empacar mula fez presidenta qdo transatlantico brasil afundava melhor trocar  vezes partido q aliarcriminosos",1658,0
"676","confuso mental bolsonaro condenado unanimidade conselho libelo duro registra desvio grave personalidade deformacao profissional falta coragem moral sair exercito ter mentido longo todo processo",1660,-3
"677","assim vc mata gosta suvavo cabeludo cabelo roxo diria mestre",1666,1
"678","e falando carvalho dia vai lembrar disso vencer entulhar ministerios crente evangelicos dinheiro cuecas calcinhas glria a deusk aleluia toda roubalheira fizerem tolo quanta merda",1667,-2
"679","paulo guedes e melhores economistas mundo ficar pratica conhece tendencia e crescimento economico",1669,0
"680","o paulo deveria falar bolsonaro deveria explorar paulo e brilhante",1670,1
"681","torce pro ganhar li previsoes videntes jornais trabalham comunismo vao quebrar cuidado",1676,-1
"682","daqui vitoria vai ser assim denuncias fonte word n idem ia rsrsrsrsrsr criminosos colarinho branco bandidos carf vao foder",1678,-1
"683","digo novamente vou basear cultura se depender cultura brasil daqui pouco e permitido fazer sexo animais rua pais laico cabeca e diz crista acho melhor repensar realmente es",1679,1
"684","pena q cabe video inteiro uns  minutos e brilhante paulo guedes q e responsavel politica economica bolsonaro a duvida e caso venca eleicao mantera paulo guedes equipe fim dara autonomia total",1680,2
"685","ontem veio querer dar bom economia quebrei emenda economistas falando mesno assim achou certo deve ser proprio temer ali",1682,3
"686","deixe putaria chibungo quere comparar politico nunca envolveu corrupcao criminoso condenado",1687,-2
"687","bolsonaro vcs deveriam comecar operacao denunciar fakes news redes sociais no facebook varias ultima diz vc e contra ferias  pessoal face e ingenuo acredita tudo cuida disso pq redes sociais irao dirigir ano",1693,-4
"688","usei palavra hipocrisia gata percebendo reparou roupa labio palatal leporino retiro disse e hipocritae gata bom gosto observou afina roupa politico crente evangelico",1697,1
"689","preta mole",1698,0
"690","ah favor dispensa auxilio moradiapor acho vc recebe neh os outros deputados gerais juizes ninguem quer saber recebe neh o problema e vc recebe poxa fascista machista eletricista",1700,-2
"691","seu candidato omite propositalmente analise empirica dados politica superavit primario assim metas inflacao e consistente termos reais economia brasileira resumindo farsante dilma fez exatamente falou ideologia olha ai",1703,0
"692","segue perseguicao vai salvar pais twitterfolhastatus ",1706,-1
