Date,Sentiment,comment_id,sentiment
03/10/2014 00:11,nao ta casa mauricinho viciado,18803,-1
03/10/2014 00:11,parabens resposta firme atropelando soberana conhecida cono dilma nao conhece numeros mudabrasil debatenaglobo,18805,1
03/10/2014 00:11,duvidas preparado ser presidente republica debatenaglobo,18806,1
03/10/2014 00:11,demonstra vez debatenaglobo preparado planalto goiaseaecio aecioconfirma,18808,1
03/10/2014 00:11,nao acredito q alguem alguma duvida aecio eh preparado presidente,18811,1
03/10/2014 00:11,enquadrando adversarios ser agressivo esbanjando bom preparo debate tao importante debatenaglobo,18817,0
03/10/2014 00:11,longe preparado todos candidatos mulheres sao fiasco,18818,2
03/10/2014 00:11,serio fazem presidente perder tempo mulher atitude crianca nao altura disputa presidente,18823,-1
03/10/2014 00:11,voto amor deus preparado dilma nao preparada debate aecioconfirma debatenaglobo,18828,1
03/10/2014 00:11,seguro debate,18839,1
03/10/2014 00:11,fez elogiar programas sociais governo pt genial dilmamaisfuturo dilmamudamais,18840,2
03/10/2014 00:11,preparado,18845,1
03/10/2014 00:11,dessa ja posso dormir feliz candidato aecioneves,18846,1
03/10/2014 00:11,discurso odio ad4apg rt carinha deboche merece umas porradas ne playboy babaca,18849,-1
03/10/2014 00:11,aecio gosta programas dilma devia votar nela,18858,-1
03/10/2014 00:11,aprovacao governador porem vai ser derrotado minas pode ate ganhar bh porem vaiperderemminas,18860,-1
03/10/2014 00:11,minas suica dinamarca perdida brasil jeito erro nao justifica outro simples,18865,0
03/10/2014 00:11,disparado melhor desse debate hoje bem demais,18868,1
03/10/2014 00:11,acho ja sei votar presidente,18869,-1
03/10/2014 00:11,arrasa eleitor convicto,18876,0
03/10/2014 00:11,lucianagenro cita aeroporto aecioneves privatizou familia perde linha parte ofensa lamentavel,18879,-1
03/10/2014 00:11,dando show debate mostrado preparado,18883,1
03/10/2014 00:10,vc ridiculo agora citar tal debatenaglobo,18889,-2
03/10/2014 00:10,dando relho preparado cola,18890,1
03/10/2014 00:10,aci xeque mate debate sobre casa voce nao conhece programa dilmaaciaig ponto alto debate aciaig aci,18892,0
03/10/2014 00:10,diz quer superar pobreza nao administra la faz pt aecioconfirma,18895,0
03/10/2014 00:10,melhor debate devirada aecioconfirma,18896,1
03/10/2014 00:10,aecioconfirma eh preparado presidente,18898,1
03/10/2014 00:10,junte vao embora enquanto ainda podem tentar entrar pra diretor creche,18900,-1
03/10/2014 00:10,agora fa lula interessante debatenaglobo,18901,1
03/10/2014 00:10,pt ta frente campanha pra governador mg porque governo psdb otimo,18903,1
03/10/2014 00:10,acabaram lembrar preferiu elogiar,18907,1
03/10/2014 00:10,ta apelando tatica evasao debate pouco fica feio,18925,-1
03/10/2014 00:10,compacto desejo apesar nao votar marina,18927,-1
03/10/2014 00:10,hahaha faz perder linha debatenaglobo brasilmarina,18933,-1
03/10/2014 00:10,melhor disparado aecioconfima,18934,1
03/10/2014 00:10,esforca tanto ser carismatico torna intragavel,18944,0
03/10/2014 00:10,diz pronatec inspirado pep criado mg aecioconfirma debatenaglobo,18945,1
03/10/2014 00:10,debatenaglobo aecioconfirma gentil desenhe pois meninasdolula 0aw9ale entendem patavinas coisas publicas,18946,1
03/10/2014 00:10,preparado dilma nao sabe sequer falar,18949,1
03/10/2014 00:10,debatenaglobo permita corrigir vez,18951,0
03/10/2014 00:10,resposta diz vai manter programas sociais casa vida povao fique tranquilo ok,18953,4
03/10/2014 00:10,tirou serio falar famigerado aeroportodeclaudio debatenaglobo,18959,0
03/10/2014 00:10,queremos superar pobreza diferente pt parece gostar administrar pobreza aecioconfirma,18968,1
03/10/2014 00:10,partido pai mensalao privataria tucana aecioquebrouminas dilmamudamais,18975,-1
03/10/2014 00:10,vai elogiar fala serio dilmadenovo,18977,1
03/10/2014 00:10,solo sagrado guarapiranga sao paulo sp igreja messianica mundial brasil,18994,2
03/10/2014 00:10,bem preparado debate,19004,1
03/10/2014 00:10,queremos superar pobreza diz aecioconfirma,19005,0
03/10/2014 00:10,culpa cartorio apelou levantar dedo p rt genro deixou aecio bem nervoso 0awv9alq,19014,-1
03/10/2014 00:10,dilma favor leia proprio programa antes falar obrigado ass debatenaglobo aecioconfirma,19019,-1
03/10/2014 00:10,aecio ta inspirado aecioneves debatenaglobo,19026,1
03/10/2014 00:10,aecio cara preparado ser presidente aecioconfirma,19028,1
03/10/2014 00:10,mostrou pergunta presidente deve ser pensando futuro independente fez programas,19030,0
03/10/2014 00:10,aci possui egocentrismo exaltado dizendo aciaig aciaig aciaig cada frase governar algo individualizado debatenagloboaciaig aci,19031,-1
03/10/2014 00:09,parabens presidente d br preparo br bem voce bom dilma so levou invertidas aecio presidente,19032,1
03/10/2014 00:09,aci queremos superar pobrezaaciaigaiaci aci,19033,0
03/10/2014 00:09,partido pai mensalao privataria tucana aecioquebrouminas dilmamudamais,19035,-1
03/10/2014 00:09,pai chama partido pai saco ladrao,19038,-1
03/10/2014 00:09,reflexo melhor educacao brasil rt minas melhor educacao brasil cu cu,19040,2
03/10/2014 00:09,ta fazendo perder linha debatenaglobo,19046,-1
03/10/2014 00:09,tao bom governador levou esposa rio janeiro ter filhos la porque sera,19050,1
03/10/2014 00:09,aci entao luciana genro citou aeroporto tentar tirar serio nao aguentou ter levantado dedoaciaig debatenagloboaciaig aci,19054,-1
03/10/2014 00:09,aecioconfirma melhor candidato debatenaglobo,19056,1
03/10/2014 00:09,seguinte aecioneves rei media training vai mantendo postura certeza agradando muita gente dilma nao consegue rebater,19059,-1
03/10/2014 00:09,vai manter todos programas pt mudar pra vou votar pra continuar crescendo debatenaglobo dilmamudamais,19060,-1
03/10/2014 00:09,vai manter todos programas pt mudar pra vou votar pra continuar crescendo debatenaglobo dilmamudamais,19061,-1
03/10/2014 00:09,vai manter todos programas pt mudar pra vou votar pra continuar crescendo debatenaglobo dilmamudamais,19062,-1
03/10/2014 00:09,vai manter todos programas pt mudar pra vou votar pra continuar crescendo debatenaglobo dilmamudamais,19063,-1
03/10/2014 00:09,vai manter todos programas pt mudar pra vou votar pra continuar crescendo debatenaglobo dilmamudamais,19064,-1
03/10/2014 00:09,tava passando hora dessa luciana tomar cruzado desarmar circo mandou bem demais aecioconfirma debatenaglobo,19065,1
03/10/2014 00:09,jogou tudo cara ficou nervoso olhar odio luciananaglobo debatenaglobo,19066,-1
03/10/2014 00:09,aci quase chorou enquadrada abaixa dedoaciaig insuportavel mulheraciaig aci,19069,-1
03/10/2014 00:09,aci vai derrotar pt aciaig aecioconfirma,19070,-1
03/10/2014 00:09,importante discurso aecioneves esclarecer q pt nao fez milagre,19071,-1
03/10/2014 00:09,diz pronatec inspirado pep criado mg aecioconfirma,19080,1
03/10/2014 00:09,machista acha erguer dedo feminista unica candidata ira intimida la,19083,-1
03/10/2014 00:09,plano governo bom nada desculpem deveriam lavar roupa casa,19085,1
03/10/2014 00:09,cara cuidado voar po,19087,1
03/10/2014 00:09,arranca rabo debate quente todos tempos,19092,0
03/10/2014 00:09,gosto ver admitindo bons feitos pt haha sim bom governo melhorar,19098,1
03/10/2014 00:09,engracado aprovacao nao sao suficientes pra ganhar proprio estado,19099,2
03/10/2014 00:09,nao preparado ta debatenaglobo,19102,1
03/10/2014 00:09,nesse debate so dando candidato preparado pra mudar brasil aecioconfirma,19104,1
03/10/2014 00:09,gnt ta barraqueiro demais,19105,-1
03/10/2014 00:09,lucianagenro meteu dedo ferida aecioneves cara ficou vermelho raiva desnorteado pergunta dilma eleicoes,19108,-1
03/10/2014 00:09,ta afiado hoje hein,19109,-1
03/10/2014 00:09,aecioneves descontrolado quase chorando nao aguenta pede pra sair,19112,-1
03/10/2014 00:09,cara inteligente pra porra,19113,1
03/10/2014 00:09,gosto realmente preparado,19117,1
03/10/2014 00:09,debatenaglobo pena cola gigante ainda gagueja,19120,0
03/10/2014 00:09,bom postura estadista aecioconfirma,19121,1
03/10/2014 00:09,aci talvez dificil voce continuar casa vida pois vc nao conheceaciaig forumdebategloboaciaig aci,19122,-1
03/10/2014 00:09,debatenaglobo nao dedo medio nao iria dizer ta fazendo apologia obscenidade,19130,0
03/10/2014 00:09,verdade pastor q tomar cuidado pra n ser preso maria penha,19134,0
03/10/2014 00:09,afirma programa habitacional governo sera melhor apresentado pt aecioconfirma,19140,1
03/10/2014 00:09,exce sr presidente obrigado chineladas cara desses comunistas,19143,-1
03/10/2014 00:09,rt vou comer cu seco,19144,-1
03/10/2014 00:09,debate pra ajudar conquistar indecisos entao ta dificil pra vcs candidatos debatenaglobo,19148,0
03/10/2014 00:09,aecioneves fez escola politica inegavel reage rapido sabe avancar escorregar debatenaglobo,19150,1
03/10/2014 00:09,mundica vivo luciana aecioconfirma,19156,1
03/10/2014 00:09,aci vai agredir botar lugar devido novamente hail luciana aciaig debatenaglobo aecio aeciodeviradaaciaig aci,19158,-1
03/10/2014 00:09,daqui pouco vai dizer brasil inspirado minas debatenaglobo,19159,1
03/10/2014 00:09,otimo excelente,19163,2
03/10/2014 00:09,ficou nervoso parece ta devendo,19164,-1
03/10/2014 00:09,combate direto pitbulgara muuuuuuuuuito superior incompetentan querendo ensinar gestao piada,19168,1
03/10/2014 00:09,gente surtou gritar sapatao nao tao facil,19174,1
03/10/2014 00:09,matou unha historia sujo mal lavado debatenaglobo dilmamaisbrasil dilmadenovo,19177,0
03/10/2014 00:09,excelente educacao firme colocou marxista bolivariana nojenta devido lugar ser pode concorrer,19181,2
03/10/2014 00:09,aci dedos riste debatenaglobo melhor desempenho hoje menos gaciaig repita urnas voteaciaig aci,19183,1
03/10/2014 00:08,aecio voce soberano debate debate vai fazer historia,19187,0
03/10/2014 00:08,vai ser derrotado minas pode ate ganhar bh porem vaiperderemminas,19191,-1
03/10/2014 00:08,debatedaglobo agora sim debate ta ficando bom boa quemfalaoquequerouvioquenaoquer,19203,1
03/10/2014 00:08,diz pronatec inspirado fatecs etecs governo aecioconfirma,19205,1
03/10/2014 00:08,vao melhorar ainda qualidade educacao parana soubeto aecioconfirma,19208,-1
03/10/2014 00:08,aci copiar boas ideias bom importante melhora lasaciaig estamosnosegundoturnoaciaig aci,19215,1
03/10/2014 00:08,boa calou luciana ja tava puto ver falando,19217,-1
03/10/2014 00:08,partido pai mensalao criou privataria tucana dilmamudamais,19219,-1
03/10/2014 00:08,aecioneves consegue respirar tanto po nessa cabeca to ate assustado olhao arregalado,19220,-1
03/10/2014 00:08,feio aecioneves levantar dedo pra lucianagenro sair responder perguntado,19223,-1
03/10/2014 00:08,pais voces iam gozar voces peitos maes voces nao deu tempo,19224,1
03/10/2014 00:08,marina ser eleita maior felicidade ver playboy participante corja suja brasil ladrao perder,19226,-1
03/10/2014 00:08,vc ta bonzinho minhacasaminhavida agora bom,19240,1
03/10/2014 00:08,pessoa certa brasil preparado,19245,1
03/10/2014 00:08,luciananaglobo quero ver babaca levantar dedinho pra alguem acha poderoso costas povo mineiro,19250,0
03/10/2014 00:08,bolsa familia nao valor ganha familia preso,19252,-1
03/10/2014 00:08,bem contra inteligente arrogante acha deus baixa nivel necessidade debatenaglobo,19254,0
03/10/2014 00:08,assume quer imitar copiar governo pt,19258,0
03/10/2014 00:08,projeto vai enfrentar faixa voces nao atingiram faixa salarios minimos sendo aecio neves,19260,0
03/10/2014 00:08,aci deixei mg aprovacao pq fiz governo p atender populacao levei mg ter melhor educacao brasil aciaig diz aci,19262,1
03/10/2014 00:08,melhor educacao onde,19265,1
03/10/2014 00:08,verdade campanha passado pt falou tanto deste pac so hoje lembrei desse tal paco anos,19266,-1
03/10/2014 00:08,cala boca animal aecioneves,19269,-1
03/10/2014 00:08,totalmente despreparada participar debate serio discutindo ideias,19272,0
03/10/2014 00:08,calou luciana filhinha milionario tarso genro tadinha conhece pobreza rsrsrs teoria acredita nessa utopia q,19275,1
03/10/2014 00:08,aci l genro lamentavelmente sra nao preparada enfrentar presidencia republicaaciaig debatenaglobo aecio fatalityaciaig aci,19276,0
03/10/2014 00:08,unica coisa candidato diz entrevistas debates ta ficando chato,19285,1
03/10/2014 00:08,samu globo pra acudir luciana aecio demuliu,19292,0
03/10/2014 00:08,disputado responder melhor preparado seguro futuro aecioconfirma,19300,3
03/10/2014 00:08,vc realmente nao preparada p ser presidente so ataca vai p mortal kombat,19301,-1
03/10/2014 00:08,sombra duvidas preparado assumir presidencia brasil aecioconfirma,19308,1
03/10/2014 00:08,coloca filha licenciado rs devido lugar volte cursinho prepare melhor aecioconfirma,19311,1
03/10/2014 00:08,aci bons programas pt vao ser aprimoradosaciaig diz aecioconfirmaaciaig aci,19315,-1
03/10/2014 00:08,impressionante diferenca pros demais debatenaglobo,19316,1
03/10/2014 00:08,escandalos psdb caso aeroporto deixam mineiro descontrolado deselegante pimenta olhos outros,19317,-2
03/10/2014 00:08,nao levanta dedo menos voz finge ter postura nao vai silenciar gente nao,19320,-1
03/10/2014 00:08,ta assim sinto informar sambou cabeca amigo,19323,1
03/10/2014 00:08,falou aeroporto perde compostura hahaha feio surfista debatenaglobo,19326,-1
03/10/2014 00:08,more favela atendida sus falou legal agora,19327,1
03/10/2014 00:08,relembra programas bolsa familia pronatec sao inspiracoes psdb aecioconfirma debatenaglobo,19335,1
03/10/2014 00:08,realmente falou tudo pra luciana vamos ter bom senso nao preparada pra ser presidente brasil soacho,19337,1
03/10/2014 00:08,belo enquadra luciana genro nivel,19349,1
03/10/2014 00:08,0awv9ajm bota luciana genro devido lugar obrigado aecio aecioconfirma 0awv9ajq,19354,-1
03/10/2014 00:08,acho bom projetos adoro,19355,1
03/10/2014 00:08,nao deve ser polido gentalha comuna nao deve respeito,19372,-1
03/10/2014 00:08,rt brasileiro tudo nojento ainda bem minas gerais,19379,-1
03/10/2014 00:08,debate quente alfinetadas trocas acusacoes direita esquerda debatenaglobo,19380,0
03/10/2014 00:08,primeira vez vejo nervoso debatenaglobo,19386,-1
03/10/2014 00:08,programas serao aprimorados ampliando nao melhor debatenaglobo,19389,1
03/10/2014 00:07,afirma programa habitacional governo sera melhor apresentado pt aecioconfirma,19392,1
03/10/2014 00:07,anecio never rasteiro luciana,19394,-1
03/10/2014 00:07,aecio ficou ofendido pq culpa cartorio so acho hein debatenaglobo,19397,-1
03/10/2014 00:07,diz vai continuar programas pt entao melhor votar ja fazendo debatenaglobo,19406,0
03/10/2014 00:07,debatenaglobo desse comentario relacao melhor ir embora,19408,1
03/10/2014 00:07,mostrando lado machista bravura coragem debatenaglobo,19409,-1
03/10/2014 00:07,boa aecio luciana genro leviana incapaz despreparada cargo,19429,-1
03/10/2014 00:07,preparado governar brasil vamos mudar souaecio aecioconfirma,19432,1
03/10/2014 00:07,aci candidato preparado neste debate unico nao usando colaaciaig pra pescar respostas souaecioaciaig aci,19433,1
03/10/2014 00:07,quero votar ti tres vezes nao posso,19449,-1
03/10/2014 00:07,ficou nervoso rapaz pisou calo alias aeroporto,19452,-1
03/10/2014 00:07,cuidado pra nao ser processado candidato hein hahaha,19457,1
03/10/2014 00:07,mentir ja suspeita corrupcao,19462,-1
03/10/2014 00:07,colocou dedo cara cachorro autoritario debatenaglobo,19466,-1
03/10/2014 00:07,fara brasil pais cada vez melhor aecioconfirma,19476,1
03/10/2014 00:07,so ouvi verdades atitude discurso voce nao preparado querido debatenaglobo,19479,2
03/10/2014 00:07,luciana genro vai pra casa magoada sapecada agora vai brincar estudante radical casa lulu,19484,1
03/10/2014 00:07,gente dizendo vai votar luciana producao,19486,-1
03/10/2014 00:07,levei minas ter melhor educacao brasil diz aproveita pra dizer luciana genro nao preparada ser candidata,19488,1
03/10/2014 00:07,assim acusacoes levianas nao fazem parte debate cara so faz entao vc tb nao preparado pra cargo,19492,1
03/10/2014 00:07,aci deixei minas aprovacao porque fiz governo atender populacao levei minas ter melhor educacao fundamental paisaciaigaiaci aci,19494,1
03/10/2014 00:07,aecioneves bravo porque falaram aeroporto propriedade tio,19500,0
03/10/2014 00:07,disse q brasil bom pais causa governo fhc brasil bom entenderam causa governo anos atras,19501,2
03/10/2014 00:07,nao levanta dedo pra mim feio heim desnecessaria mesma pergunta novo desceu salto sangue,19502,-1
03/10/2014 00:07,vc grosso vc fala assim mulher ridiculo luciananaglobo dilmadenovo,19509,-2
03/10/2014 00:07,vao ampliar investimentos portos paranagua antonina soubeto aecioconfirma,19516,-1
03/10/2014 00:07,esportes piscinas escolas terem boa endorfina bom humor nao ficarem brigando combatero buliyng serio,19518,1
03/10/2014 00:07,querido decide ta preparada nao pra assumir presidencia voce acho nao hein,19521,1
03/10/2014 00:07,aci rt pego saida abusado aciaigaiaci aci,19524,-1
03/10/2014 00:07,nao pode falar aeroporto titio precisa colar melhor mascara ai dilmamudamais,19526,1
03/10/2014 00:07,tomo vai mexe ta quieto,19527,0
03/10/2014 00:07,aci preparado opiniao senador unica dificuldades confiar psdb pura verdade pastoraciaig aci,19529,0
03/10/2014 00:07,vc leviandade meteram cm homem errado mostra prova diz aecioconfirma mudabrasil virada,19537,-1
03/10/2014 00:07,sinto medo enfrentar brasilmarina,19540,0
03/10/2014 00:07,dessa vou votar julguem,19541,-1
03/10/2014 00:07,toma trouxa fala quer escuta nao quer luciananaglobo valeu aecioneves boa ta narizinho empinado mina,19542,0
03/10/2014 00:07,opa melhor momento ate agora x acusou golpe uuuuhhhhh chamou pro pau ops pro pulpito,19545,1
03/10/2014 00:07,vai ja chorar,19554,0
03/10/2014 00:07,vamos porque fez minas gerais estado melhor educacao fundamental brasil aecioconfirma,19564,1
03/10/2014 00:07,nao preparado candidatar presidencia voce debatenaglobo faltadepreparo,19566,1
03/10/2014 00:07,presidente mostra estado pode ser eficiente gerar empregos melhor saude educacao aecioconfirma,19574,2
03/10/2014 00:07,atirando pra td q lado troco nada tomou lapada embora pergunta coerente 0aw9ale respondido,19575,1
03/10/2014 00:07,tremer queixo levantar dedo agora hein debatenaglobo,19577,1
03/10/2014 00:07,acabou mostrando maior capacidade candidata so sabe atacar nao apresenta projetos debatenaglobo,19598,0
03/10/2014 00:06,aecio puto debatenaglobo aecioneves aecio,19617,-1
03/10/2014 00:06,debatenaglobo igual tramontina corterapido hahahahahaha,19618,0
03/10/2014 00:06,possuido,19620,-1
03/10/2014 00:06,aecio cara agradavel bem consigo diferenca ratazanas aecioconfirma,19624,1
03/10/2014 00:06,calma lu cada quadrado,19629,0
03/10/2014 00:06,falo aeroporto pula ta osso jovem,19633,0
03/10/2014 00:06,acabou lixo aeroporto dinheiro publico chaves mao tio sambou cara desse safado,19638,-1
03/10/2014 00:06,aecioneves corrupto,19645,-1
03/10/2014 00:06,vao fortalecer policias combate criminalidade regiao fronteira vouvotaraecio soubeto,19657,-1
03/10/2014 00:06,luciana vestida banana nanica so podia dar nisso,19666,-1
03/10/2014 00:06,aprendeu bem nao atacar argumento ataca oponente,19668,-1
03/10/2014 00:06,cara pau aecioneves racha falso nota reais,19674,-1
03/10/2014 00:06,simplesmente perfeito debate aecioconfirma,19675,1
03/10/2014 00:06,to fechado,19682,-1
03/10/2014 00:06,ate ficou graca meteu deselegante debatenaglobo dilmamudamais,19685,-1
03/10/2014 00:06,decretou poderoso aecioneves vc nao estar preparada foraluciana,19691,1
03/10/2014 00:06,sambou agora sambou bonito,19692,1
03/10/2014 00:06,falou bonito menina mimada,19693,1
03/10/2014 00:06,discurso bonito pratica arrocho salarial fim leis d protecao trabalho benecias empresarios,19694,1
03/10/2014 00:06,quente,19696,0
03/10/2014 00:06,mal educado alo baseado ficar calminho gostando outra droga debateglobo,19701,1
03/10/2014 00:06,tao fraco tao desconectado q nao consegue responder luciana genro ainda quer ser presidente playboy,19703,-1
03/10/2014 00:06,burgues berco politico ricos votam nele,19710,-1
03/10/2014 00:06,demagogo barato deveria envergonhar diz outros sendo faz,19711,-1
03/10/2014 00:06,explicar sobre jatinho bom nada neh branca neves,19719,1
03/10/2014 00:06,ultima vez falei aecioneves ruim debate hoje acho sendo melhor tranquilo preparado ate ironico,19726,1
03/10/2014 00:06,vao fortalecer policias combate criminalidade regiao fronteira aecioconfirma soubeto,19729,-1
03/10/2014 00:06,enquadrou legal maluca genro,19738,1
03/10/2014 00:06,aci bom rt show resposta luciana genro aecioconfirma aciaigaiaci aci,19741,1
03/10/2014 00:06,gente ouvir luciana falar cruel discurso leviano irresponsavel nenhuma responsabilidade,19742,-4
03/10/2014 00:06,dilmamudamais sempre esquece credito itamar franco aecio perde controle falar aeroporto claudio mg,19744,1
03/10/2014 00:06,ta hora bater mesa,19746,0
03/10/2014 00:06,ta nervoso,19751,-1
03/10/2014 00:06,aecioneves ficou brabo hahua,19753,0
03/10/2014 00:06,menino ficou nervoso debatenaglobo naoareeleicaodedilma,19757,-1
03/10/2014 00:06,preparado governar brasil vamos mudar souaecio aecioconfirma,19762,1
03/10/2014 00:06,bota luciana genro devido lugar obrigado aecio aecioconfirma,19767,-1
03/10/2014 00:06,ficou zangado,19783,-1
03/10/2014 00:06,segundo turno vai ser x dilma ja perde nesse domingo menores sao perfumaria debatenaglobo,19784,1
03/10/2014 00:06,voce ta achando voce pra falar assim lu ridiculo,19785,-2
03/10/2014 00:06,voce nao levanta dedo pra luciana novo senao negocio vai ficar feio pro lado,19788,-1
03/10/2014 00:06,falou bonito,19789,1
03/10/2014 00:06,vai pra casa tranquilo,19793,4
03/10/2014 00:06,debatedaglobo luciana genro vive onde firme bem,19802,1
03/10/2014 00:06,senao menininha tarcinho luciana vai chorar aecioconfirma,19833,0
03/10/2014 00:06,melhor educacao minas hahahahahahhahahahah x,19835,1
03/10/2014 00:06,debatenaglobo eita nao levanta dedo anular,19839,-1
03/10/2014 00:06,aecioneves fala pra lucianagenro cuidado vc nao ta falando negas,19843,1
03/10/2014 00:06,educacao brasileira igual minas ultimo sair apaga luz educacaodemerda leimaldita calaboca,19846,0
03/10/2014 00:06,porra vc vai fazer chorar,19853,0
03/10/2014 00:05,fuzilando escorregadio sabonete comunitario manda bala lu debatenaglobo,19855,-1
03/10/2014 00:05,veja propostas estado etico eficiente aecioneves brpropostas eficiente estado eficiente html 0awv9aiu aecioconfirma,19859,3
03/10/2014 00:05,falou disse politicamente correto q deu pt,19862,1
03/10/2014 00:05,aci brasil nao pais hoje governo psdbaciaig diz melhor aciaig aci,19864,1
03/10/2014 00:05,boing toma luciana homi ficou bravo levantou bola aecioneves cortou debatenaglobo,19865,0
03/10/2014 00:05,corrupcao brasil nao espetaculo tema livre ordem dia debatenaglobo leviano,19870,-1
03/10/2014 00:05,aci ih chamou playboyaciaig 0aw9ale preconceito leviana estranho debatenaglobo aci,19878,0
03/10/2014 00:05,deixou nervoso debatenaglobo,19887,-1
03/10/2014 00:05,aarraaa djabo calma vai chorar,19892,1
03/10/2014 00:05,ficando destemperado tomando chingo lucianagenro debatenaglobo,19894,-1
03/10/2014 00:05,hahaha vai quebrar cara,19896,-1
03/10/2014 00:05,aci fica serio primeira vez luciana nao leviana aciaigaiaci aci,19901,0
03/10/2014 00:05,x luciananaglobo debatenaglobo levantar dedo menino mimado,19905,-1
03/10/2014 00:05,preparado opiniao senador unica dificuldades confiar psdb,19910,0
03/10/2014 00:05,fica ofendendo amigo,19912,1
03/10/2014 00:05,aci luciana vc usa pergunta tema livre pra fazer showzinho aciaig coloca bolso debatenagloboaciaig aci,19913,0
03/10/2014 00:05,superar pobreza sim claro salario minimo uacqaja acorda volta terra,19921,0
03/10/2014 00:05,vish estados unidos nao vao querer graca,19924,-1
03/10/2014 00:05,governador presidente parana sera melhor aecioconfirma soubeto,19927,1
03/10/2014 00:05,responda agora aecioneves governo partido privatizou tudo detona lucianagenro,19940,-1
03/10/2014 00:05,gente desmaiado,19942,-1
03/10/2014 00:05,q educado seguro firme combatemos pt pq visao d mundo diferente pt novo projeto brasil,19943,3
03/10/2014 00:05,presidente duvida preparado governar brasil aecioconfirma,19945,1
03/10/2014 00:05,aci psdb combate governo pt visao mundo totalmente diferente aciaig aecioconfirmaaciaig aci,19946,0
03/10/2014 00:05,ei leu twitter escrevi falando privatizacao sujo falando mal lavado debatenaglobo,19953,0
03/10/2014 00:05,lucianagenro vai ferida responde pergunta mulher aecioneves privataria tucana mensalao mineiro diferente pt ne,19956,0
03/10/2014 00:05,plano real sendo falso sera proximo plano kakakakak marina,19961,0
03/10/2014 00:05,grandes chances ter voto so colocar parede ai luciano amei lata debatenaglobo,19963,-1
03/10/2014 00:05,fe bronzeanento errou quantidade adoro zombar pobres debatedaglobo,19971,1
03/10/2014 00:05,sujo mal lavado mesma politica luciananaglobo,19978,0
03/10/2014 00:05,ninguem acredita luciana so acredito salvar pais debatenaglobo aecioconfirma,19985,-1
03/10/2014 00:05,ta facil saber nao votar dilma marina nao,19988,0
03/10/2014 00:05,aci aciaig correios estao servico candidatura partido minas aciaig foradilma foraptaciaig aci,19989,-1
03/10/2014 00:04,diz quer superar pobreza nao apenas conviver parece ser suficiente pt aecioconfirma,19992,0
03/10/2014 00:04,aecioconfirma coerente respostas nao direita pede povo,19995,1
03/10/2014 00:04,aci queremos meritocracia politica sociais superar pobreza nao conviver aciaig estamosnosegundoturnoaciaig aci,19998,0
03/10/2014 00:04,debate menos deixa claro acirramento disputa vao disputar palmo palmo ida 0awv9alo turno,20001,-1
03/10/2014 00:04,luciana genro sapato apanhando agora aecio tb mulherzinha chata surrealista q pintura salvador dali,20003,-1
03/10/2014 00:04,parece sujo falando mal lavado sambo luciana,20007,0
03/10/2014 00:04,aci quero sao politicas sociais possam superar pobreza nao conviver aciaig aecioconfirmaaciaig aci,20014,1
03/10/2014 00:04,partido pai mensalao construiu privataria tucana dilmamudamais,20016,-1
03/10/2014 00:04,aci aecioconfirma quero superar pobreza nao conviver faz pt politica socialaciaig aci,20018,0
03/10/2014 00:04,disse verdade agora falar sujo falando mal lavado,20019,0
03/10/2014 00:04,comecar vc ta meio dificil,20021,-1
03/10/2014 00:04,so votar cegas direita b,20022,-1
03/10/2014 00:04,meeeu deeeeuss vai ser tao maravilhoso ter presidente figura estadista aecioconfirma,20023,1
03/10/2014 00:04,extremamente preparado hora agora mudabrasil hora virada aeciodevirada aecio tmj,20024,1
03/10/2014 00:04,fala dificil classe baixa vota pt nao entende projetos objetivos assim faltou bom marketeiro,20030,0
03/10/2014 00:04,ninguem falo elegante,20031,1
03/10/2014 00:04,meritocracia novo fala facil,20032,1
03/10/2014 00:04,aci fala pra pt psdb sujo falando mal lavadoaciaig ambos sao envolvidos corrupcaoaciaig aci,20042,0
03/10/2014 00:04,responde mensalao tucano gracas deus visao mundo diferente psdb ignorou desigualdade sempre,20047,0
03/10/2014 00:04,realmente preparado maos limpas ate debate nao carrega papeis saber falar defender,20048,1
03/10/2014 00:04,diz queremos superar pobreza nao conviver aecioconfirma,20051,0
03/10/2014 00:04,aecio sambando cara adversarios melhor desempenhoaecio aeciodeviradaaecioneves aecionaglobo,20055,1
03/10/2014 00:04,so enrolou nao falou sobre corrupcao latente partido debatenaglobo dilmamudamais,20057,-1
03/10/2014 00:04,so enrolou nao falou sobre corrupcao latente partido debatenaglobo dilmamudamais,20058,-1
03/10/2014 00:04,so enrolou nao falou sobre corrupcao latente partido debatenaglobo dilmamudamais,20059,-1
03/10/2014 00:04,so enrolou nao falou sobre corrupcao latente partido debatenaglobo dilmamudamais,20060,-1
03/10/2014 00:04,so enrolou nao falou sobre corrupcao latente partido debatenaglobo dilmamudamais,20061,-1
03/10/2014 00:04,so enrolou nao falou sobre corrupcao latente partido debatenaglobo dilmamudamais,20062,-1
03/10/2014 00:04,otima ms nao vao falar n fator previdenciario precisamos d devemos tudo conglomerado miriam leitao diz gastonas,20066,-1
03/10/2014 00:04,aci quero sao politicas sociais bastar pobreza aciaig aecioconfirmaaciaig aci,20067,1
03/10/2014 00:04,melhor voce queda livre hein,20069,1
03/10/2014 00:04,sabe bater legal tambem sabe ti,20070,1
