text	sentiment
 bae dice  dilma y acsecio 	neutro
 dilma     aecio    marina      urnas	neutro
jeito dar tiro cabeca dilma eleger outro pra presidente	positivo
votacao presidente dilma governadorsartori senadorolivio depfederalpepe vargas depestadual        	neutro
votar dilma aecio votar morte falecimento	neutro
nego reclamando vai votar aecio segundo turno votar dilma tambem n vai fazer muita diferenca hein	neutro
p rua protestar hoje votou dilma   deus ta vendo	neutro
ho aecio estourado  vai pro  turno coladinho dilma  chupa pt  aeciopresidente mudabrasil	negativo
dilma vai ganhar  nao jeito 	positivo
 anular jamais  diminuindo numero aumenta ponto ditadura vote aecio pra dilma vazar	neutro
dilma frente povo burro msm p	neutro
apuracao votos ibope presidente dilma    aecio neves    marina silva   vergonha cara pessoas  	neutro
dilma aecio   brasilmarina agora vamos apoiar aecio tirar ptista poder forapt foradilma	positivo
dilma ganhando estados brasileiros  inclusive minas  marina silva ganhou apenas pernambuco   	neutro
dilma rousseff y aecio neves disputaran la presidencia brasil en el ballottage  owlyciwdt	neutro
aecio bosta dilma pior ainda brasil  ce ta fodido	negativo
   gigante acordou pra votar dilma aecio poderia ter ficado dormindo mesmo	neutro
dilma ganhar obvio q n vai investir educacao  povo estudo oq voto pra querendo n vdd	positivo
dilma rousseff y aecio neves disputaran la presidencia brasil en el ballottage  owlyciwcf	neutro
ha  dilma ganhando tsc  tsc  tsc	positivo
mineiros nao adoram dizer aecio maravilhoso etc pq dilma ta liderando mg  to entendenu nada	positivo
 palhacada cara falando dilma nao sabe nada fala serio fala deixar fhc viver presente	negativo
dificil demais pernambuco nao virar pra dilma  so marina familia campos apoiarem aecio publicamente mt  pernambuco tb	negativo
povo so vota dilma causa bolsa familia  arrumasse emprego quero ve neguin vota nela  vagabundos 	positivo
mano namoral alguem vota dilma tudo q ja rolou brasil   vtnc	positivo
aecio dilma quero dois vao pro inferno	neutro
euvoteimarina dilma vencer eleicoes juro mim mesma votarei branco resto vida 	positivo
hj vai dar dilma	neutro
informem antes falar fez manifestacoes ano passado hoje votou dilma   pessoas manifestaram sao  total	neutro
cara bem boa gente votou dilma	positivo
fueradilma   dilma rousseff y aecio neves disputaran la presidencia brasil en el ballottage  infobaec via 	neutro
 dilma paga p matematica ser inferno  nego rodar ir protestar educacao  pode 	positivo
dilma aecio turno aff	neutro
serio vcs querem dilma anos governando braisl 	positivo
caraiii  sp dilma nao amada	negativo
apenas todos empresarios sao contra dilma sabemos porque	neutro
 vai pra  turno provavelmente dilma   povo so vota pt pelamor	neutro
dilma aecio segundo turno  lixo	neutro
 excecao orgulho bom senso cachorrada correios covardia tirar mg partido fazer dilma ir bem aqui	positivo
off dilma aecio disputara segundo turno	neutro
dilma rousseff vai disputar  turno aecio neves votoavoto  ebcnareeleic	neutro
ah mano  ta zueira cara q dilma vai ganhar    	positivo
el  octubre  dia clave la democracia en region  vamos tabaresendic y dilma al norte	positivo
aecio dilma   valeu ein  protesto voces nada mesma merda     hipocrisia caralho 	negativo
forninho dilma ta balancando  eleicoes	neutro
menos dilma criou fies  razao muitos jovens renda baixa estao estudando faculdade particular	positivo
dilma ta ganhando	neutro
brasileiros  milhao rua pra hoje dilma ta frente  pra acreditar mudanca ninguem toma iniciativa 	neutro
namoooral alguem vota dilma alckmin      	neutro
voto dilma errado  imagina aecio   	negativo
pena  yo queria pasara marina silva  es menos vende patria aecio y pragmatica dilma   ahora solo hay extremos en brasil	positivo
 protesto pra dar dilma aecio  gente plmdds	neutro
dilma pt  turno    votos aecio neves psdb    votos	neutro
ter mt merda cabeca p votar dilma	negativo
quero ver dilma vai dar bolsa sapatao	neutro
brasileiros votaram dilma merda cabeca  brasil ta cu causa dessa vadia  caraio vai vota nela 	negativo
povo burro duas vezes  votar dilma fim carreira	negativo
dilma x aecio definido vai feder  vai ser sujo  vai ser feio preparem 	negativo
hem galera   metem pau pt dilma ta ganhando  so explicacao pra ces falam coisa urna fazem outra  porra	positivo
parciais     secoes apuradas dilma       aecio      marina      virada	negativo
nordeste so vota dilma ne obvio pq facil fazer filho receber bolsa familia trabalhar	positivo
cade todo pessoal q odiava dilma  	negativo
 cara  dilma vai ganhar qualquer jeito  menos pior aecio	positivo
povo vai ruas  reclamam pt  fazem vandalismo ainda assim votam dilma  vao foderem hipocritas 	negativo
dilma ganhando minas  porra estado 	negativo
minas gerais aecio governou votou maioria dilma   imagina merda cara 	negativo
dilma faz politicas publicas paises socialistas  ditadura cubana	neutro
nao entendi povo linchando votou alckmin citando protestos votou dilma  protestos nao pros  	neutro
segundo turno dilma x coco mosca cavalo bandido coco mosca cavalo bandido  	positivo
acho povo mandou dilma ir tomar cu copa hj deve ter votado tudo nela  cuzada	neutro
senadora  eleita deixo parabens povo rn agora falta robinson dilma    	neutro
aqui depentes daa bolsas moradores macapaba votaram dilma   jogo interesses prevalece 	negativo
ruim dilma tudo compra votos bolsa familia ai rola ne	negativo
gente favor nao faz ter escolher dilma aecio nao	neutro
vai ter segundo turno dilma aecio amor deus  chega pt gente corruptos	positivo
cuida q dilma vai sabotar aviao aecio  	neutro
nordeste  dilma so perde pernambuco pra terceira colocada marina silva	neutro
dilma nao povo burro	neutro
escuta aecio otimo governante minas tanto ta perdendo p dilma estado	positivo
rj mt rachado p presidente dilma   aecio pezao vao fazer campanha aqui  loucura total	neutro
  turno dilma aecio	neutro
nao sei onde sai votos dilma pq n conheco nmg q vota nela	neutro
reclamam  reclamam presidente dilma roussef nao sabem ideologia aecio neves segue 	neutro
ja deu segundo turno dilma aecio  voto aecio	negativo
brasil serio vao deixar dilma poder novamente    	negativo
marina nao ira declarar voto  certeza psb sim conheco ira apoiar dilma    	positivo
fala tao mal dilma chega hr vota nela povo burro 	negativo
todo sul sudeste quer aecio segundo turno  infelizmente vai dar dilma	negativo
aercio dilma segundo turno   alguem tiro	negativo
festival babaquice rt   culpa nordeste  nordestinos morre bolsa familia morto fome dilma aecio	negativo
mano  momento dilma   alckmin serra mesma bosta novo  pqp brasil	negativo
 agora so vou assistir dilma nunca tera apoio  aecio nunca 	neutro
bla bla dilma	negativo
fala dilma aecio acha psb jesus terra  tchau	neutro
votos presidente amazonas pra dilma  so falta agora eleger braga novo pro vexame ser completo	positivo
 chances dilma vencer segundo turno sao enormes	positivo
dilma ganhar aecio prova definitiva torcida galo maior rival	positivo
globo news descaradamente intimidando mineiro causa dilma pimentel 	neutro
vergonha nordeste curva pt dilma esmola bolsa familia	neutro
fico chateado vendo dilma primeiro lugar  ainda nao conformei deficiencia brasileira 	positivo
adiantou tudo agora votar dilma   pictwittermanywriw  agora diz  nao politicagem  eleicoes diadovoto	positivo
dilma perdeu aqui estado vai pro segundo turno aecio  ainda acho dificil desgraca perder	negativo
 porico dilma ta primeiro lugar	positivo
le bresil vote  dilma rousseff solide favorite  	positivo
genebra  suica  dilma rousseff nao estaria segundo turno  	negativo
   tudo pra chegar hoje votar dilma  pictwitterhtiuzgarb 	neutro
 fato  infelizmente luciana vida nao chega  turno  apesar alguns pesares governo dilma	negativo
dilma frente kk	neutro
to assistindo chorao band defendendo dilma    kkkkkk pictwitteralwmkchr	neutro
   dilma aecio estarao segundo turno  acho aecio vira jogo sera presidente  turno votando dilma 	negativo
eleicoes tiririca  beto richa  dilma  aecio  alckmin  collor   vergonha dessa piada vsf	neutro
procurando tatuar vai ser estrela vermelha pt dilma vencer	positivo
   so palavras dilma   fudeu    pictwitterraypyeslc  bora tira porra dilma         	negativo
nao entendo gente  copa todo mundo mandou dilma tomar cu agora vao votar nela   seadilmaganharosonibusvaoqueimar	neutro
votou dilma  vai toma cu	neutro
pera tudo acabei saber dilma ta bem cotada vem ca  voces comeram cerebros  onde fez alguma coisa ai   	neutro
agora culpa nordeste  lugar dilma  	neutro
agora aguenta ai pezao dilma segundo turno	negativo
espero sinceramente dilma nao ganhe	positivo
votar aecio digite  votar dilma  anular  matar 	neutro
votar dilma pedir pra acabar economia	neutro
zonas eleitorais petropolis  candidata dilma rousseff aparece terceiro lugar numero votos   	neutro
dilma    pessoal fdp familia	neutro
essaaa dilma eh piorrrrrrr   	neutro
acho dilma perde turno	negativo
vergonha bahia  ate momento   pra dilma  ops  voto bolsa familia 	neutro
tanta manifestacao  tanta gritaria  tanto quebra quebra  pra maioria votos terem sido pra dilma novo vai entender povo	positivo
olha  nao queria dilma novo  melhor aecio  vamos combinar  vida ta foda	positivo
menoseleicaoemais tiros cabeca votou dilma	positivo
tchau 	neutro
nao quero dilma gente vcs realmente acham neoliberalismo aplicado aecio vai melhorar coisas    	positivo
dilma nao pode ganhar nao	negativo
so nao pode gay dilma ganhar	positivo
acho sp dilma nao ganha segundo turno vempraurna eleicoes pictwittergtefomczvi	negativo
bem previ crivella maquina dilma  veses favor vice versa podia derrubar   	neutro
ne  vou votar dilma 	neutro
  mesma forma  todo mundo sempre reclamou dilma   agora votam nela	negativo
dilma vc viu oculos  gente  dilma d s m i d 	neutro
dilma rousseff y aecio neves segunda vuelta en eleccion presidencial brasil  	negativo
povo votou marina vota dilma ai fode vez	negativo
   brasil con   escrutado neves  marina   dilma ira dormir con diarrea noche	neutro
 povo deveria ter consciencia pensar votar marina aecio dois irem pro segundo turno tirar dilma	positivo
queriam mudancas ta certo aecio  melhor dilma tbm  vai ser tudo igual brazil is ready to austin mahone	positivo
dilma aecio tudo 	neutro
aecio ganhando fortemente dilma sao paulo	negativo
dilma vai rodar segundo turno	negativo
  deveria ser proibido divulgar pesquisas eleicoes  aecio sempre terceiro  agora quase empatou c dilma	neutro
ja nao lu  quero dilma 	neutro
olha q escrevi dia  outubro  ja avisando q bobagem segundo turno dilma marina   	neutro
lucifer  apocalipse  rt  voces acham ganha  dilma x aecio	neutro
 dilma 	negativo
gigante acordou acordou burro ja votou dilma novo pq so sabe fazer filho pra ser sustentado esmola familia	neutro
vcs criticam dilma apenas pessoas falam	neutro
cara pessoal fez varios protestos vota dilma   querem q brasil melhore  	neutro
nao merece respeito pessoal protestou tocou fogo onibus  vaiou dilma ainda votou nela 	neutro
pq tadica ne  joga dilma aecio marina lata pahhhhhhhhhhh	neutro
repente todo mundo ta falando bem pt defendendo dilma tlkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk tbt copa	neutro
segundo turno dilma aecio nao sei quero menos	negativo
pior pessoas votaram dilma sao pessoas votam qualquer alias primeiro acha pepel chao heuhueh	negativo
reclamaram copa votam dilma	negativo
ta bem obvio aecio dilma  turno	negativo
dilma aecio vamos aecio kkkkkkkkkkkk d	neutro
dilma estara segundo turno  ja vejo fim comando inutil gracas deus fim pt comando brasil	negativo
tudo pra chegar hoje votar dilma  pictwitterooioyvtpq	neutro
 menos pior dilma	negativo
 dilma rainha marina nadinhaaaaaaa	neutro
parem criticar dilma  paga bolsa famila pra vcs bolsa escola tbm rcrc	neutro
dilma   mandando apoio voce  querida pictwitternbahlas	neutro
 nao defendo partido  defendo candidato  porra governo lula dilma melhorou vida  vou defenderr	negativo
 dilma ta agora	neutro
pessoa vota dilma nao cerebro brasilmarina euvoteimarina forapt	neutro
so observando galera festejando ida aecio pro segundo turno dilma sao farinha saco so diferenca aecio pior	negativo
 miga serio vc prefere marina dilma        	negativo
sera nao alguma coisa errada nao  aecio dois mandatos governador minas acabou perder pra dilma aqui	negativo
foda entender pais ate ontem quebrando tudo fazendo protestos dai vai ve eleicao dilma primeiro kkk foda viu	negativo
dilma novamente melhor psdb aecio so acabou pais assumirem brasil pena  	positivo
 tipo assim prefiro dilma  medo mudancas bruscas governobrasil nao merece apostemos todas fichas nele	neutro
manifestacoes ano passado  dilma pt principais alvos protestos todo pais	positivo
critica dilma   vota aecio eleicoes estao esperanca 	neutro
preconceito dilma so ta ganhando causa pobres nordeste	positivo
aecio so precisa usar estrategia dilma fazer mesma pergunta voces acham podem gerir melhor real criou 	positivo
marina apoiar aecio  acho ainda chance ganhar apoiar dilma vai ser baita filha putagem	positivo
gente acha brasil so existem dois partidos politicos pobre votar dilma burgues vota aecio	negativo
batatinha nasce esparrama chao  enquanto gente dorme dilma rouba nacao vergonha 	neutro
preparem pros debates dilma aecio pictwittererjkuhtgqb	neutro
aecio deve ter cagado demais mg pra elegerem dilma la	positivo
rousseff set to face brazil run off brazilian incumbent dilma rousseff won most votes in presidential elections but will face centri	positivo
dilma so ta ganhando eleicao nordeste  segundo turno todo mundo votou marina vota aecio tbn	positivo
dilma fdp vai ganha	positivo
dilma solo va segunda vuelta si le gana aecio  indentificado con la derecha  unos miseros  puntos	negativo
tag  dilma aecio  ta rolando  fans marina ja discutindo vao votar votem dilma   tirou br mapa fome  porra 	negativo
entao vcs acham aecio melhor dilma       so rindo 	positivo
amigo aecao cada  palavras falava mg  la dilma ta ganhando novo governador pt hein	positivo
 farao marina  arrega fala pra ajudar dilma outra eleicao 	negativo
ainda nao acredito ainda votam dilma	neutro
ainda nao acredito dilma tudo voto velho amor deus povo tao burro  	positivo
imagina marina junta aecio pra tentar derrubar dilma  turno  nova politica vai literalmente pro lixo	negativo
 falaram dilma maioria votos aqui  acabei ver	neutro
dilma rousseff segue ganhando seguintes estados am  ap  al  ac  ba  ce  mg  ma  rs  rn  rj  pi  pb  pa  to  	positivo
saiu agora ibope  diferenca dilma marina kg	neutro
incrivel ainda gente surpreso dilma lideranca	positivo
gente verdade dilma deve comprando tudo odio     	negativo
dilma aecio  alguem tira desse pais	neutro
vergonha votou dilma ainda vive reclamando 	positivo
gente lindo dilma poder tirar pt poder  colocar pessoa nao vai fuder classe porra	negativo
prsidentschaftswahl in brasilien dilma rousseff muss in die stichwahl   sz	neutro
  weocristian   prsidentschaftswahl in brasilien dilma rousseff muss in die stichwahl   szweocristian  	neutro
so vao pra frente sinal levantar faixa pra dilma defendendo 	neutro
aecio presidente  dilma incompetente	negativo
alguem faz infografico pra mim dilma aecio tentem convencer sao diferentes favor 	neutro
segundo turno voto branco  nulo outro candidato dilma nao voto uu	negativo
ahora brasil dilma rousseff y aecio neves disputaran segunda vuelta en brasil  con del   escrutado	positivo
  urnas apuradas dilma     aecio     marina   	neutro
internacional brasil dilma vence vai segunda volta aecio neves  dlvritvfcv tsfpt	positivo
vontade matar crl votam dilma p ganhar misero   reais porcaria bolsa familia	positivo
arrumando malas partir caso resultado dilma	neutro
dilma  marina aecio cpm ben onze nx blink p	neutro
 dilma fez muita coisa boa  apesar corrupcao  existe todo partido 	positivo
obaaaaaaaaaaaaaa tuno brasil vamos tira dilma poder aecio x dilma veio forca	neutro
falam povo so vota dilma causa bolsa familia pictwitterteidiuqxk	neutro
mesmos odeiam mgf deixa bahia margens falencia  declaracao reub   sao mesmos apoiam dilma deixar   	negativo
pior problema nao ta so dilma aecio ta deputados povo vota valor votou	negativo
dia encontrar dilma vou xingar tanto	positivo
brazils rousseff will face neves  exit polls say an exit poll showed sunday that president dilma rousseff will  dlvritv	neutro
porcentagem aecio caindo certeza continuado bom governador minas tava empatando dilma	positivo
dilma reeleger quito server br	neutro
noticias ecuador dilma rousseff y aecio neves segunda vuelta en eleccion presidencial brasil  	negativo
minas aecio perdeu pra dilma   pouco  vai entender	neutro
dilma ta pulada galeraaa	neutro
dilma so reeleita primeiro turno 	positivo
fiz protesto quiser votar dilma voto kkkk mpn luan	neutro
dilma vai ganhar precisa segundo turno pra decidir 	positivo
segundo turno dilma aecio pqp	neutro
parabens pra voces protestaram tanto estao votando dilma	positivo
 ultimo debate tava ate preferindo marina dilma  duas ia chorar pra conseguir decidir	positivo
noticias ecuador concluyen elecciones en brasil y gana primera vuelta dilma rousseff  segun sondeo  	positivo
  dilma poder sqn	neutro
sobre segundo turno aecio dilma  queria estar morta	negativo
gente  vcs nao estao gostando fato aecio va pro  turno  votem dilma uai kkkkkkkkk so sei nao vou	neutro
menos povo sao paulo inteligente votou aecio  maioria  nao dilma 	positivo
dilma ganhando rio   	positivo
dilma  aecio  marina  palmeiras  corinthians 	negativo
gurizada protesta rua dps vota dilma	neutro
chupaaaa ibope   vem segundo turno   uniao bons prevaleceu vamos massacrar dilma pt no  	positivo
necessidade criticar nordeste aqui dilma trabalhou beneficiou safra bolsa familia vao estudar melhor	neutro
quero so ver debates dilma aecio cara cara kkkkk vai rolar humilhacao	neutro
rt   dilma le aparecio el coco del liberalismo le late en la cueva  nota  	neutro
vai ter segundo turno aecio dilma aecio vai conseguir ganhar	positivo
reclamam tanto dilma hora votar votam nela bosta povo brasileiro cabeca	positivo
 anular jamais  diminuindo numero aumenta ponto ditadura vote aecio pra dilma vazar	neutro
falta pouco dilma	negativo
aecio  dilma hehehe	neutro
senti orgulho brasileiros protestos contra governo ai eleicoes dilma vai pro segundo turnonossa legal trouxas	positivo
povo carai indo protestar contra globo dilma chega eleicao maioria vota dilma   n entendo	neutro
nao basta dilma aecio segundo turno  ainda elegem edson magalhaes pra dep estadual parabens cus eleitores 	positivo
dilma  aecio never amor ne galera	positivo
  pessoas trocam voto bolsa familia  ganha voto dilma 	positivo
dilma aecio nao sei pior sinceramente 	neutro
votei dilma   aviao votava aecio  vai constroi aeroporto perto aqui fundos casa	positivo
votos apurados  dilma aecio      marina     petista deve disputar segundo  	neutro
ainda nao possivel saber vai disputar turno dilma rousseff gente  olhem numeros serio 	negativo
 dilma aecio  universitaria  mil vezes governo pt comparacoes	neutro
los resultados parecen ser tan buenos dilma preveian la diferencia con aecio es y es mejor candidato vuelta	positivo
brasileiros volta dilma  vamos tomar cu	neutro
la gorda dilma segun la sarasa progre tenia  puntos favor  termina raspando los  encuestadores todoschorros bala	neutro
cu dilma agora deve ta tao trancado nao passa agulha oleo aecio ta ate bem perto acho  turno ganha	positivo
povo brasileiro abestado   tomara dilma roube todo dinheiro vcs   retardados	negativo
atencao matematicamente ja afirmar segundo turno sera disputado dilma rousseff aecio neves	negativo
ta dando dilma aecio segundo turno  porra tudo bichada   	negativo
boatos vc confirma voto dilma aparece medico cubano pra fazer exame vc	neutro
dilma perdendo df  ganhando pouco rs colada aecio nao diz muita coisa	negativo
quase   urnas apuradas  dilma aecio    nbspvotos validos  journalnoticiasbrindexphp quase  urnas apuradas dilma acio   nbsp votos vlidos 	neutro
mamae dilma	neutro
 gente fudeu bonito pq anular vai pra ai pode ser dilma novo	positivo
todo mundo reclamou governo dilma quase todo mundo votou nela	negativo
dilma   helder paulo rocha frente so prova nivel modismo daquimaioria manifestacoes p passear postar fto insta	positivo
dilma aecio segundo turno  cagar lei mundo  cagar lei universo  assim  cagando  fiz verso tamo merda	negativo
nao direito ficar dividido turno  dilma   brasil avancou  aecio  pais recessao elite	positivo
 dilma aecio lideranca  bem  povo politicos merecem	neutro
diferenca dilma pra aecio aumentou	neutro
dica acha tudo acontece br culpa dilma  va aprender diferenca governo federal estadual	neutro
reclamam tanto estao votando dilma dnv pqp	positivo
filha puta dessa dilma frente  ah tnc	neutro
 apurados brasil dilma  aecio  marina 	neutro
deve ir dilma aecio pro segundo turno	neutro
 dilma continuou trabalho ampliou conquistas  tanto q estudo federal vejo melhorias	neutro
 governo dilma desmoraliza achincalha medicos 	neutro
dilma virou virgem maria agora ne	neutro
dilma  aecio segunda volta povo irmao brasil demonstra grande sabedoria	positivo
voces nao gostam aecio dilma   votem nulo segundo turno nao dilma   obg	negativo
dilma ta distanciando aecio never	neutro
dilma sim  atacou marina pra valer disse ate q marina desvio carater	positivo
dilma box downton abbey pra votar vc	neutro
povo tl vota dilma so pq ganha bolsa familia	positivo
melhor aecio dilma   to achando vai levar 	positivo
norte ne   fato      quanto baixo idh estado  disparada dilma nao coincidencia	positivo
muuuito colados outro    dilma      aecio     marina     c   urnas apuradas  pontos apenas eleicoes 	neutro
 dilma otra vez 	neutro
dilma agora so juntar eleitores marina apoias aeciooo  	neutro
brazil presidential elections st round      counted dilma rousseff     aecio neves     marina silva     eleicoes	negativo
ignorancia politica dificuldade entender alguma coisa marina apoia aecio dilma segundo turno 	negativo
dilma deveria governar apenas norte nordeste claro dinheiro sai daqui vai pra la	neutro
aecio dilma   dilma melhor candidata  nao venham asneiras pt  vamos votar aecio  nao ridiculos	positivo
con   votos contados en brasil dilma r   neves  y marina silva 	neutro
dilma segundo turno nao      	neutro
voces realmente acreditam dilma ta merito 	positivo
ate presidente botafogo sendo presidente brasil melhor dilma  to brincando gente	positivo
 dilma aecio segundo turno passagem marte ai 	negativo
apuracao tempo real   dilma  lugar  urnas apuradas  placareleicoesuolbrturnors eleicoes	positivo
sobre vces votaram dilma  vces sao otarios assim fazem curso 	neutro
 pero dilma arraso en el nordeste  donde gobierna la pobreza  las mentiras del socialismo lo chavista y manipula al pueblo	neutro
 dilma   ainda  nao presidente	neutro
nordeste todo mundo dilma causa bolsa esmola	neutro
dilma fode brasil aecio fode brasil  agora podera defender   weneedcityofashes mpn luan	neutro
dilma marina segundo aqui bahia	neutro
assim dilma presidente vao toma cu bando boco  tudo q toma cu msm	neutro
olha aecio chegando olha dilma saindo	neutro
openfollow rousseff set to face brazil run off brazilian incumbent dilma rousseff won most v  bbcinvdhhwk teamfollowback	positivo
dilma vai ganhar novo sinceramente prefiro assim	positivo
vai ter segundo turno sim reclamar ganha dilma	positivo
aecio diz aprovacao gestao mg ai psdb perde governo estado p pt aecio perde p dilma mg	negativo
 ja li separar norte nordeste causa maioria dilma hashtag pt inverso sp unfollow soco fuca	positivo
povo trouxa vota aecio ta ruim dilma aecio fica pior  	negativo
pensem   lembrem q psdb fez brasil   dilma melhor aecio   acordem	positivo
reclamar dilma fazendo prouni  fies  ciencia fronteiras recebendo auxilios muita hipocrisia	positivo
dilma    aecio   yasssssss	neutro
nao sei porque nao acredito globofica dizendo dilma acho tudo comprado	neutro
aecio vai ganhar segundo turno tira dilma pt 	positivo
pessoal falando mal dilma faixa etaria  anos	negativo
rj mg dilma  vsf	neutro
brasil inteiro reclama dilma   queridos  nao candidata sozinha	positivo
euvoteimarina vcs nao sabem raiva tou desses brasileiros burros votaram dilma	neutro
vou ter votar dilma segundo turno	negativo
to sendo obrigada votar dilma nao quero voltar dilma	negativo
tao falando dilma ganhar sol vai nascer quadrado pro povo brasileiro	positivo
diferenca dilma rousself aecio neves pouco milhoes voto  pouco milhoes eleitores	positivo
deusss dilma aecio escolho passagem so ida pra bem longe brasil	positivo
olha  dilma aecio ganhar eleicao saio brasil  ja to ate arrumando malas ne	positivo
hora vem pra rua  todos agora hora vem pra urna tirar dilma   vamos ver vai	neutro
vcs ainda acreditam tal ibope nao marina tava la cima junto dilma   contodacarochinha conversapraboidormir	positivo
vaiaram dilma pra 	neutro
confira apuracao eleicoes  marina dilma aecio demais candidatos  consultarcpforgapuracao   ver apuracao eleicoes   menoseleicaoemais	positivo
aecio dilma mata mata   cade marina  	neutro
 sim  muitos eleitores votaram marina  vao votar dilma raivinha	positivo
lendo tag dilma ganhar onibus vai queimar  gente vai pagar ne trouxas	neutro
dilma barbeiro  marina mato aecio boca fumo	neutro
   cuida dilma   q vai sambarkkkkk   	neutro
pleno   brasileiro vota dilma 	positivo
infelizmente dilma vai acabar levando eleicoes  brasileiro comedia msm ne  	negativo
inacreditavel dilma reeleita 	negativo
rt  sai rua pra protestar  quebra tudo  posta rede social vai mudar pais  chega eleicao vota dilma 	negativo
nao centavos sao aviao vc derrubo bolsa familia  bolsa puta  bolsa escola padrao fifa dilma vadia 	negativo
  so tenio  anos filha  votei quis  voto dilma   bem quiser	positivo
segundo turno vai ser dilma pewdiepie  visto aqui inscritos cara	negativo
gente corre ainda tempo apagar eventos ces fizeram festa despedida dilma  festinha marina silva etc	neutro
dilma aprovacao nordeste  neles eleicoes	neutro
serio noticia li agora  estado sao paulo  ate momento  aecio dobro votos dilma   sera 	negativo
pra vc q votou dilma  vai passar fome reclamar vai passar duas vezes	neutro
aecio dilma   voto dilma   melhor merda ja ta merda pior	negativo
aecio  quero pai salario ainda  bora vota dilma	neutro
prepara dilma   segundo turno vc vaza	neutro
lembro tanto neguin pagando revolucionario epoca copa pa  agr chupando dilma	positivo
dilma caralho porra	negativo
realidade brasileiro contenta pouco       so pq dilma fez monte bolsa caralho mulher melhor poupem	positivo
fizero tanto protesto pra conseguir melhora  aii chega dia q povo poder mao pra melhora pais   aii vao votam dilma	positivo
nao sei pior brasil  gols alemanha anos dilma  	negativo
dilma    neves    la chimbadora silva   el proyecto popular lula y el neoliberalism privatizador enfrentaran en vuelta	positivo
dilma ganhar aumentar bolsa familia   so acho 	positivo
pessoal dizendo dilma so ta ai causa nordeste queridinhos maioria aqui votou marina maioria entao fechem cu n sabem	positivo
 votei nela  tantas manifestacoes  quebra quebra  onibus queimados dilma continua vai enteder pais 	positivo
aecio melhor dilma        kkkkkkkkkkkkkkkkkkkkk	neutro
nao fa psdb  acho tao corrupto quanto pt ser sincero  melhor anos dilma  olha ser pensa 	positivo
fico revoltada c algumas pessoas proximas mim  ano passado pra rua protestar  tirou fotinha insta ainda fala bem dilma	negativo
tml resumida todo mundo reclamando dilma 	neutro
vontade socar cada votou dilma 	neutro
acordem    pt fudeu maior empresa brasileira mundo  acabou cm economia brasil ainda gnt preferindo dilma   caralho	neutro
nordestinos sendo manipulados dilma   so conta bolsa familia  mai mds 	neutro
apuracao tempo real   ce dilma  lugar  urnas apuradas  placareleicoesuolbrturnoce apuracao estado  eleicoes	positivo
 pior faz vota dilma	negativo
distrito federal  onde populacao geral entende politica vive bem  dilma hahahaha	positivo
ai escuta amiguinhos pt dilma  preguica sentar bundinha informar  vai onda rsrs vergonha	negativo
 psb decide ate terca apoia dilma 	neutro
   sondeo pie urna dilma rousseff     aecio neves     marina silva    brasildecide pictwitterabworvs 	neutro
 sei acabou minas garanto dilma nao melhor solucao	positivo
dilma podia ganhar logo p n ter segundo turno	positivo
votarei nele so pra ver dilma rousseff cair	neutro
aecio x dilma pictwitterhkrclrmfz	negativo
segundo turno vai dar aecio dilma  ruim pior ainda 	negativo
ibope presidente      urnas apuradas dilma      aecio      marina   	neutro
nao chamem pobre pq gosto dilma   pobres sao vcs odiarem causa centavos	negativo
presidente    urnas apuradas  segundo tse dilma    aecio    marina   	neutro
atualizado dilma  aecio  marina  cruzeiro  inter 	neutro
  agora trabalhar nordeste onde dilma fez diferenca  vide bolsas 	neutro
so falta dilma legalizar maconha agora	neutro
engra ver modinhas torcendo contra dilma	positivo
usa tag vemprarua vota dilma 	neutro
aecio nao conseguiu eleger candidato governador ficar frente dilma  nao quer dizer nada  nao sei dizer	positivo
dilma  aecio  marina  alemanha  brasil 	neutro
 acho dificil  olha hoje dilma votei  lucianasegundo turno  vou pt    	negativo
rt   quanto baixo idh estado  disparada dilma nao coincidencia ha corda brasil 	positivo
 dilma ta ganhando vai ter segundo turno so n sabe estara c aecio marina  aecio ta 	neutro
 verdade  vc ta torcendo pra dilma ganhar 	positivo
fdps voces mandaram dilma tomar cu pleno estadio copa pra votarem nela  nao entendo povo animal	positivo
infelizmente aecio dilma sinceramente eh melhor aecio kkk	positivo
sobre dilma aecio segundo turno gostaria nao ter titulo eleitoral	negativo
bresil  voici donc aecio neves  dont le beau score au er tour lui permettra daffronter dilma rousseff au nd pictwitterlsjykaople	positivo
dessa eleicao pra dilma bolsa familia ein	neutro
vcs falam q iam votar luciana tao criticando dilma kkkkkkkkkk piada	neutro
galera votou marina vota dilma  ne  	neutro
protestos achava nacao poderia ir pra frente dilma ganhar	positivo
dilma vai pagar viagem pra ny carro novo pai comprou tambem casa litoral tudo dilma vai pagar	positivo
melhor dar tucanada pra voces rt  separem nordeste brasil deem dilma presente pra ja querem tanto	positivo
dilmapravencer euvoteimarina dilma aecio     apurado  presidanta   aecio  marina    trilhos pictwitterzckvapeor	positivo
dilma so ganhou norte nordeste	neutro
rousseff set to face brazil run off brazilian incumbent dilma rousseff won most votes in presidential electio  tinyurlohwpa	positivo
brasildecide escrutados   dilma    aecio neves    marina silva  	neutro
